item,version_group,version,price_type,amount,currency,note,source
great-ball,ultra-sun-ultra-moon,,buy,600,poke-dollar,,bulbapedia
great-ball,sword-shield,,buy,600,poke-dollar,,bulbapedia
great-ball,brilliant-diamond-shining-pearl,,buy,600,poke-dollar,,bulbapedia
great-ball,red-blue,,sell,300,poke-dollar,,bulbapedia
great-ball,yellow,,sell,300,poke-dollar,,bulbapedia
great-ball,gold-silver,,sell,300,poke-dollar,,bulbapedia
great-ball,crystal,,sell,300,poke-dollar,,bulbapedia
great-ball,ruby-sapphire,,sell,300,poke-dollar,,bulbapedia
great-ball,emerald,,sell,300,poke-dollar,,bulbapedia
great-ball,firered-leafgreen,,sell,300,poke-dollar,,bulbapedia
great-ball,diamond-pearl,,sell,300,poke-dollar,,bulbapedia
great-ball,platinum,,sell,300,poke-dollar,,bulbapedia
great-ball,heartgold-soulsilver,,sell,300,poke-dollar,,bulbapedia
great-ball,black-white,,sell,300,poke-dollar,,bulbapedia
great-ball,black-2-white-2,,sell,300,poke-dollar,,bulbapedia
great-ball,x-y,,sell,300,poke-dollar,,bulbapedia
great-ball,omega-ruby-alpha-sapphire,,sell,300,poke-dollar,,bulbapedia
great-ball,sun-moon,,sell,300,poke-dollar,,bulbapedia
great-ball,ultra-sun-ultra-moon,,sell,300,poke-dollar,,bulbapedia
great-ball,sword-shield,,sell,300,poke-dollar,,bulbapedia
great-ball,brilliant-diamond-shining-pearl,,sell,300,poke-dollar,,bulbapedia
great-ball,lets-go-pikachu-lets-go-eevee,,buy,300,poke-dollar,,bulbapedia
great-ball,lets-go-pikachu-lets-go-eevee,,sell,150,poke-dollar,,bulbapedia
great-ball,scarlet-violet,,buy,600,poke-dollar,,bulbapedia
great-ball,scarlet-violet,,sell,150,poke-dollar,,bulbapedia
net-ball,ruby-sapphire,,buy,1000,poke-dollar,,bulbapedia
net-ball,emerald,,buy,1000,poke-dollar,,bulbapedia
net-ball,firered-leafgreen,,buy,1000,poke-dollar,,bulbapedia
net-ball,diamond-pearl,,buy,1000,poke-dollar,,bulbapedia
net-ball,platinum,,buy,1000,poke-dollar,,bulbapedia
net-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
net-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
net-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
net-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
net-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
net-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
net-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
net-ball,sword-shield,,buy,1000,poke-dollar,,bulbapedia
net-ball,brilliant-diamond-shining-pearl,,buy,1000,poke-dollar,,bulbapedia
net-ball,ruby-sapphire,,sell,500,poke-dollar,,bulbapedia
net-ball,emerald,,sell,500,poke-dollar,,bulbapedia
net-ball,firered-leafgreen,,sell,500,poke-dollar,,bulbapedia
net-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
net-ball,platinum,,sell,500,poke-dollar,,bulbapedia
net-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
net-ball,black-white,,sell,500,poke-dollar,,bulbapedia
net-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
net-ball,x-y,,sell,500,poke-dollar,,bulbapedia
net-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
net-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
net-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
net-ball,sword-shield,,sell,500,poke-dollar,,bulbapedia
net-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
net-ball,scarlet-violet,,buy,1000,poke-dollar,,bulbapedia
net-ball,scarlet-violet,,sell,250,poke-dollar,,bulbapedia
dive-ball,ruby-sapphire,,buy,1000,poke-dollar,,bulbapedia
dive-ball,emerald,,buy,1000,poke-dollar,,bulbapedia
dive-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
dive-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
dive-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
dive-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
dive-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
dive-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
dive-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
dive-ball,sword-shield,,buy,1000,poke-dollar,,bulbapedia
dive-ball,ruby-sapphire,,sell,500,poke-dollar,,bulbapedia
dive-ball,emerald,,sell,500,poke-dollar,,bulbapedia
dive-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
dive-ball,black-white,,sell,500,poke-dollar,,bulbapedia
dive-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
dive-ball,x-y,,sell,500,poke-dollar,,bulbapedia
dive-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
dive-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
dive-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
dive-ball,sword-shield,,sell,500,poke-dollar,,bulbapedia
dive-ball,firered-leafgreen,,sell,500,poke-dollar,,bulbapedia
dive-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
dive-ball,platinum,,sell,500,poke-dollar,,bulbapedia
dive-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
dive-ball,scarlet-violet,,buy,1000,poke-dollar,,bulbapedia
dive-ball,scarlet-violet,,sell,250,poke-dollar,,bulbapedia
nest-ball,ruby-sapphire,,buy,1000,poke-dollar,,bulbapedia
nest-ball,emerald,,buy,1000,poke-dollar,,bulbapedia
nest-ball,firered-leafgreen,,buy,1000,poke-dollar,,bulbapedia
nest-ball,diamond-pearl,,buy,1000,poke-dollar,,bulbapedia
nest-ball,platinum,,buy,1000,poke-dollar,,bulbapedia
nest-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
nest-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
nest-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
nest-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
nest-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
nest-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
nest-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
nest-ball,sword-shield,,buy,1000,poke-dollar,,bulbapedia
nest-ball,brilliant-diamond-shining-pearl,,buy,1000,poke-dollar,,bulbapedia
nest-ball,ruby-sapphire,,sell,500,poke-dollar,,bulbapedia
nest-ball,emerald,,sell,500,poke-dollar,,bulbapedia
nest-ball,firered-leafgreen,,sell,500,poke-dollar,,bulbapedia
nest-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
nest-ball,platinum,,sell,500,poke-dollar,,bulbapedia
nest-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
nest-ball,black-white,,sell,500,poke-dollar,,bulbapedia
nest-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
nest-ball,x-y,,sell,500,poke-dollar,,bulbapedia
nest-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
nest-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
nest-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
nest-ball,sword-shield,,sell,500,poke-dollar,,bulbapedia
nest-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
nest-ball,scarlet-violet,,buy,1000,poke-dollar,,bulbapedia
nest-ball,scarlet-violet,,sell,250,poke-dollar,,bulbapedia
repeat-ball,ruby-sapphire,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,emerald,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,firered-leafgreen,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,diamond-pearl,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,platinum,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,sword-shield,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,brilliant-diamond-shining-pearl,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,ruby-sapphire,,sell,500,poke-dollar,,bulbapedia
repeat-ball,emerald,,sell,500,poke-dollar,,bulbapedia
repeat-ball,firered-leafgreen,,sell,500,poke-dollar,,bulbapedia
repeat-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
repeat-ball,platinum,,sell,500,poke-dollar,,bulbapedia
repeat-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
repeat-ball,black-white,,sell,500,poke-dollar,,bulbapedia
repeat-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
repeat-ball,x-y,,sell,500,poke-dollar,,bulbapedia
repeat-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
repeat-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
repeat-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
repeat-ball,sword-shield,,sell,500,poke-dollar,,bulbapedia
repeat-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
repeat-ball,scarlet-violet,,buy,1000,poke-dollar,,bulbapedia
repeat-ball,scarlet-violet,,sell,250,poke-dollar,,bulbapedia
timer-ball,ruby-sapphire,,buy,1000,poke-dollar,,bulbapedia
timer-ball,emerald,,buy,1000,poke-dollar,,bulbapedia
timer-ball,firered-leafgreen,,buy,1000,poke-dollar,,bulbapedia
timer-ball,diamond-pearl,,buy,1000,poke-dollar,,bulbapedia
timer-ball,platinum,,buy,1000,poke-dollar,,bulbapedia
timer-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
timer-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
timer-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
timer-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
timer-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
timer-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
timer-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
timer-ball,sword-shield,,buy,1000,poke-dollar,,bulbapedia
timer-ball,brilliant-diamond-shining-pearl,,buy,1000,poke-dollar,,bulbapedia
timer-ball,ruby-sapphire,,sell,500,poke-dollar,,bulbapedia
timer-ball,emerald,,sell,500,poke-dollar,,bulbapedia
timer-ball,firered-leafgreen,,sell,500,poke-dollar,,bulbapedia
timer-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
timer-ball,platinum,,sell,500,poke-dollar,,bulbapedia
timer-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
timer-ball,black-white,,sell,500,poke-dollar,,bulbapedia
timer-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
timer-ball,x-y,,sell,500,poke-dollar,,bulbapedia
timer-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
timer-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
timer-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
timer-ball,sword-shield,,sell,500,poke-dollar,,bulbapedia
timer-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
timer-ball,scarlet-violet,,buy,1000,poke-dollar,,bulbapedia
timer-ball,scarlet-violet,,sell,250,poke-dollar,,bulbapedia
luxury-ball,ruby-sapphire,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,emerald,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,firered-leafgreen,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,diamond-pearl,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,platinum,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,brilliant-diamond-shining-pearl,,buy,1000,poke-dollar,,bulbapedia
luxury-ball,ruby-sapphire,,sell,500,poke-dollar,,bulbapedia
luxury-ball,emerald,,sell,500,poke-dollar,,bulbapedia
luxury-ball,firered-leafgreen,,sell,500,poke-dollar,,bulbapedia
luxury-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
luxury-ball,platinum,,sell,500,poke-dollar,,bulbapedia
luxury-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
luxury-ball,black-white,,sell,500,poke-dollar,,bulbapedia
luxury-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
luxury-ball,x-y,,sell,500,poke-dollar,,bulbapedia
luxury-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
luxury-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
luxury-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
luxury-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
luxury-ball,sword-shield,,buy,3000,poke-dollar,,bulbapedia
luxury-ball,sword-shield,,sell,1500,poke-dollar,,bulbapedia
luxury-ball,scarlet-violet,,buy,3000,poke-dollar,,bulbapedia
luxury-ball,scarlet-violet,,sell,750,poke-dollar,,bulbapedia
premier-ball,ruby-sapphire,,sell,100,poke-dollar,,bulbapedia
premier-ball,emerald,,sell,100,poke-dollar,,bulbapedia
premier-ball,firered-leafgreen,,sell,100,poke-dollar,,bulbapedia
premier-ball,diamond-pearl,,sell,100,poke-dollar,,bulbapedia
premier-ball,platinum,,sell,100,poke-dollar,,bulbapedia
premier-ball,heartgold-soulsilver,,sell,100,poke-dollar,,bulbapedia
premier-ball,black-white,,sell,100,poke-dollar,,bulbapedia
premier-ball,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
premier-ball,brilliant-diamond-shining-pearl,,sell,100,poke-dollar,,bulbapedia
premier-ball,black-2-white-2,,buy,500,poke-dollar,,bulbapedia
premier-ball,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
premier-ball,x-y,,buy,200,poke-dollar,,bulbapedia
premier-ball,x-y,,sell,100,poke-dollar,,bulbapedia
premier-ball,sun-moon,,sell,10,poke-dollar,,bulbapedia
premier-ball,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
premier-ball,sword-shield,,sell,10,poke-dollar,,bulbapedia
premier-ball,lets-go-pikachu-lets-go-eevee,,sell,50,poke-dollar,,bulbapedia
premier-ball,scarlet-violet,,sell,5,poke-dollar,,bulbapedia
dusk-ball,diamond-pearl,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,platinum,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,sword-shield,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,brilliant-diamond-shining-pearl,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
dusk-ball,platinum,,sell,500,poke-dollar,,bulbapedia
dusk-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
dusk-ball,black-white,,sell,500,poke-dollar,,bulbapedia
dusk-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
dusk-ball,x-y,,sell,500,poke-dollar,,bulbapedia
dusk-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
dusk-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
dusk-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
dusk-ball,sword-shield,,sell,500,poke-dollar,,bulbapedia
dusk-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
dusk-ball,scarlet-violet,,buy,1000,poke-dollar,,bulbapedia
dusk-ball,scarlet-violet,,sell,250,poke-dollar,,bulbapedia
heal-ball,diamond-pearl,,buy,300,poke-dollar,,bulbapedia
heal-ball,platinum,,buy,300,poke-dollar,,bulbapedia
heal-ball,heartgold-soulsilver,,buy,300,poke-dollar,,bulbapedia
heal-ball,black-white,,buy,300,poke-dollar,,bulbapedia
heal-ball,black-2-white-2,,buy,300,poke-dollar,,bulbapedia
heal-ball,x-y,,buy,300,poke-dollar,,bulbapedia
heal-ball,omega-ruby-alpha-sapphire,,buy,300,poke-dollar,,bulbapedia
heal-ball,sun-moon,,buy,300,poke-dollar,,bulbapedia
heal-ball,ultra-sun-ultra-moon,,buy,300,poke-dollar,,bulbapedia
heal-ball,sword-shield,,buy,300,poke-dollar,,bulbapedia
heal-ball,brilliant-diamond-shining-pearl,,buy,300,poke-dollar,,bulbapedia
heal-ball,diamond-pearl,,sell,150,poke-dollar,,bulbapedia
heal-ball,platinum,,sell,150,poke-dollar,,bulbapedia
heal-ball,heartgold-soulsilver,,sell,150,poke-dollar,,bulbapedia
heal-ball,black-white,,sell,150,poke-dollar,,bulbapedia
heal-ball,black-2-white-2,,sell,150,poke-dollar,,bulbapedia
heal-ball,x-y,,sell,150,poke-dollar,,bulbapedia
heal-ball,omega-ruby-alpha-sapphire,,sell,150,poke-dollar,,bulbapedia
heal-ball,sun-moon,,sell,150,poke-dollar,,bulbapedia
heal-ball,ultra-sun-ultra-moon,,sell,150,poke-dollar,,bulbapedia
heal-ball,sword-shield,,sell,150,poke-dollar,,bulbapedia
heal-ball,brilliant-diamond-shining-pearl,,sell,150,poke-dollar,,bulbapedia
heal-ball,scarlet-violet,,buy,300,poke-dollar,,bulbapedia
heal-ball,scarlet-violet,,sell,75,poke-dollar,,bulbapedia
quick-ball,diamond-pearl,,buy,1000,poke-dollar,,bulbapedia
quick-ball,platinum,,buy,1000,poke-dollar,,bulbapedia
quick-ball,heartgold-soulsilver,,buy,1000,poke-dollar,,bulbapedia
quick-ball,black-white,,buy,1000,poke-dollar,,bulbapedia
quick-ball,black-2-white-2,,buy,1000,poke-dollar,,bulbapedia
quick-ball,x-y,,buy,1000,poke-dollar,,bulbapedia
quick-ball,omega-ruby-alpha-sapphire,,buy,1000,poke-dollar,,bulbapedia
quick-ball,sun-moon,,buy,1000,poke-dollar,,bulbapedia
quick-ball,ultra-sun-ultra-moon,,buy,1000,poke-dollar,,bulbapedia
quick-ball,sword-shield,,buy,1000,poke-dollar,,bulbapedia
quick-ball,brilliant-diamond-shining-pearl,,buy,1000,poke-dollar,,bulbapedia
quick-ball,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
quick-ball,platinum,,sell,500,poke-dollar,,bulbapedia
quick-ball,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
quick-ball,black-white,,sell,500,poke-dollar,,bulbapedia
quick-ball,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
quick-ball,x-y,,sell,500,poke-dollar,,bulbapedia
quick-ball,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
quick-ball,sun-moon,,sell,500,poke-dollar,,bulbapedia
quick-ball,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
quick-ball,sword-shield,,sell,500,poke-dollar,,bulbapedia
quick-ball,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
quick-ball,scarlet-violet,,buy,1000,poke-dollar,,bulbapedia
quick-ball,scarlet-violet,,sell,250,poke-dollar,,bulbapedia
tm01,red-blue,,buy,3000,poke-dollar,,pokeapi
tm01,red-blue,,sell,1500,poke-dollar,,pokeapi
tm01,yellow,,buy,3000,poke-dollar,,pokeapi
tm01,yellow,,sell,1500,poke-dollar,,pokeapi
tm01,gold-silver,,buy,,poke-dollar,,pokeapi
tm01,gold-silver,,sell,1500,poke-dollar,,pokeapi
tm01,crystal,,buy,,poke-dollar,,pokeapi
tm01,crystal,,sell,1500,poke-dollar,,pokeapi
tm01,ruby-sapphire,,buy,,poke-dollar,,pokeapi
tm01,ruby-sapphire,,sell,1500,poke-dollar,,pokeapi
tm01,emerald,,buy,,poke-dollar,,pokeapi
tm01,emerald,,sell,1500,poke-dollar,,pokeapi
tm01,firered-leafgreen,,buy,,poke-dollar,,pokeapi
tm01,firered-leafgreen,,sell,1500,poke-dollar,,pokeapi
tm01,omega-ruby-alpha-sapphire,,buy,5000,poke-dollar,,pokeapi
tm01,omega-ruby-alpha-sapphire,,sell,,poke-dollar,,pokeapi
tm01,sword-shield,,buy,40000,poke-dollar,,pokeapi
tm01,sword-shield,,sell,,poke-dollar,,pokeapi
tm01,brilliant-diamond-shining-pearl,,buy,,poke-dollar,,pokeapi
tm01,brilliant-diamond-shining-pearl,,sell,1500,poke-dollar,,pokeapi
tm01,scarlet-violet,,buy,,poke-dollar,,pokeapi
tm01,scarlet-violet,,sell,400,poke-dollar,,pokeapi
tm02,red-blue,,buy,2000,poke-dollar,,pokeapi
tm02,red-blue,,sell,1000,poke-dollar,,pokeapi
tm02,yellow,,buy,2000,poke-dollar,,pokeapi
tm02,yellow,,sell,1000,poke-dollar,,pokeapi
tm02,gold-silver,,buy,2000,poke-dollar,,pokeapi
tm02,gold-silver,,sell,1000,poke-dollar,,pokeapi
tm02,crystal,,buy,2000,poke-dollar,,pokeapi
tm02,crystal,,sell,1000,poke-dollar,,pokeapi
tm02,ruby-sapphire,,buy,,poke-dollar,,pokeapi
tm02,ruby-sapphire,,sell,1500,poke-dollar,,pokeapi
tm02,emerald,,buy,,poke-dollar,,pokeapi
tm02,emerald,,sell,1500,poke-dollar,,pokeapi
tm02,firered-leafgreen,,buy,,poke-dollar,,pokeapi
tm02,firered-leafgreen,,sell,1500,poke-dollar,,pokeapi
tm02,diamond-pearl,,buy,,poke-dollar,,pokeapi
tm02,diamond-pearl,,sell,1500,poke-dollar,,pokeapi
tm02,platinum,,buy,,poke-dollar,,pokeapi
tm02,platinum,,sell,1500,poke-dollar,,pokeapi
tm02,heartgold-soulsilver,,buy,,poke-dollar,,pokeapi
tm02,heartgold-soulsilver,,sell,1500,poke-dollar,,pokeapi
tm02,brilliant-diamond-shining-pearl,,buy,,poke-dollar,,pokeapi
