version_group,machine,machine_number,move
mega-dimension,tm132,132,double-hit
mega-dimension,tm133,133,blaze-kick
mega-dimension,tm134,134,dual-wingbeat
mega-dimension,tm135,135,dual-chop
mega-dimension,tm136,136,scorching-sands
mega-dimension,tm137,137,storm-throw
mega-dimension,tm138,138,frost-breath
mega-dimension,tm139,139,swagger
mega-dimension,tm140,140,muddy-water
mega-dimension,tm141,141,fake-out
mega-dimension,tm142,142,first-impression
mega-dimension,tm143,143,scale-shot
mega-dimension,tm144,144,triple-axel
mega-dimension,tm145,145,razor-wind
mega-dimension,tm146,146,skull-bash
mega-dimension,tm147,147,tri-attack
mega-dimension,tm148,148,scald
mega-dimension,tm149,149,icicle-spear
mega-dimension,tm150,150,vacuum-wave
mega-dimension,tm151,151,petal-dance
mega-dimension,tm152,152,solar-blade
mega-dimension,tm153,153,sky-attack
mega-dimension,tm154,154,fissure
mega-dimension,tm155,155,sheer-cold
mega-dimension,tm156,156,meteor-beam
mega-dimension,tm157,157,steel-beam
mega-dimension,tm158,158,blast-burn
mega-dimension,tm159,159,hydro-cannon
mega-dimension,tm160,160,frenzy-plant
legends-za,tm108,108,comet-punch
legends-za,tm109,109,facade
legends-za,tm110,110,chilling-water
legends-za,tm111,111,sing
legends-za,tm112,112,acid-spray
legends-za,tm113,113,low-sweep
legends-za,tm114,114,flame-charge
legends-za,tm115,115,trailblaze
legends-za,tm116,116,pay-day
legends-za,tm117,117,silver-wind
legends-za,tm118,118,shadow-punch
legends-za,tm119,119,ominous-wind
legends-za,tm120,120,ancient-power
legends-za,tm121,121,torment
legends-za,tm122,122,false-swipe
legends-za,tm123,123,poison-fang
legends-za,tm124,124,psychic-fangs
legends-za,tm125,125,mimic
legends-za,tm126,126,magnet-bomb
legends-za,tm127,127,dream-eater
legends-za,tm128,128,seed-bomb
legends-za,tm129,129,circle-throw
legends-za,tm130,130,charge-beam
legends-za,tm131,131,drain-punch
legends-za,tm132,132,double-hit
legends-za,tm133,133,blaze-kick
legends-za,tm134,134,dual-wingbeat
legends-za,tm135,135,dual-chop
legends-za,tm136,136,scorching-sands
legends-za,tm137,137,storm-throw
legends-za,tm138,138,frost-breath
legends-za,tm139,139,swagger
legends-za,tm140,140,muddy-water
legends-za,tm141,141,fake-out
legends-za,tm142,142,first-impression
legends-za,tm143,143,scale-shot
legends-za,tm144,144,triple-axel
legends-za,tm145,145,razor-wind
legends-za,tm146,146,skull-bash
legends-za,tm147,147,tri-attack
legends-za,tm148,148,scald
legends-za,tm149,149,icicle-spear
legends-za,tm150,150,vacuum-wave
legends-za,tm151,151,petal-dance
legends-za,tm152,152,solar-blade
legends-za,tm153,153,sky-attack
legends-za,tm154,154,fissure
legends-za,tm155,155,sheer-cold
legends-za,tm156,156,meteor-beam
legends-za,tm157,157,steel-beam
legends-za,tm158,158,blast-burn
legends-za,tm159,159,hydro-cannon
legends-za,tm160,160,frenzy-plant
