item,version_group,version,type,subtype,location_area_pokedb,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,currency,required_badge,unlock_condition,notes,source
ice-heal,colosseum,colosseum,shop,poke-mart,,"Phenac, Pyrite Poké Marts; Outskirt Stand",1,0,1,,,,,,,,bulbapedia
ice-heal,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 06 completion prize),0,0,1,,,,,,,,bulbapedia
ice-heal,xd,xd,shop,poke-mart,,"Phenac, Agate, Gateon Poké Marts",1,0,1,,,,,,,,bulbapedia
awakening,colosseum,colosseum,starting-item,,,In the 's Bag at the start of the game,0,0,1,,,,,,,,bulbapedia
awakening,colosseum,colosseum,shop,poke-mart,,"Phenac, Pyrite Poké Marts; Outskirt Stand",1,0,1,,,,,,,,bulbapedia
awakening,xd,xd,trainer-reward,visible,,"Gateon Port, Realgam Tower (Battle CD 20 completion prize)",0,0,1,,,,,,,,bulbapedia
awakening,xd,xd,shop,poke-mart,,"Phenac, Agate, Gateon Poké Marts",1,0,1,,,,,,,,bulbapedia
paralyze-heal,colosseum,colosseum,starting-item,,,In the 's Bag at the start of the game,0,0,1,,,,,,,,bulbapedia
paralyze-heal,colosseum,colosseum,shop,poke-mart,,"Phenac, Pyrite Poké Marts; Outskirt Stand",1,0,1,,,,,,,,bulbapedia
paralyze-heal,xd,xd,trainer-reward,visible,,"Pyrite Town, Gateon Port, Realgam Tower (Battle CD 05 completion prize)",0,0,1,,,,,,,,bulbapedia
paralyze-heal,xd,xd,shop,poke-mart,,"Phenac, Agate, Gateon Poké Marts",1,0,1,,,,,,,,bulbapedia
paralyze-heal,xd,xd,pickup,,,Pickup,1,0,1,,,,,,,,bulbapedia
full-restore,colosseum,colosseum,overworld,visible,,Shadow PKMN Lab,0,0,1,,,,,,,,bulbapedia
full-restore,colosseum,colosseum,shop,poke-mart,,The Under Poké Mart,1,0,1,,,,,,,,bulbapedia
full-restore,colosseum,colosseum,pickup,,,Pickup,1,0,1,,,,,,,,bulbapedia
full-restore,xd,xd,trainer-reward,visible,,"Cipher Key Lair, Citadark Isle (×4) Realgam Tower (Battle CD 31, 42, and 43 completion prizes)",0,0,1,4,,,,,,,bulbapedia
full-restore,xd,xd,shop,poke-mart,,Gateon Poké Mart,1,0,1,,,,,,after clearing Cipher Key Lair,,bulbapedia
full-restore,xd,xd,pickup,,,"Pickup (Lv. 21-40, 61-100 (E))",1,0,1,,,,,,,,bulbapedia
max-potion,colosseum,colosseum,overworld,visible,,"Pyrite Cave, The Under Subway, Snagem Hideout",0,0,1,,,,,,,,bulbapedia
max-potion,colosseum,colosseum,shop,poke-mart,,The Under Poké Mart,1,0,1,,,,,,,,bulbapedia
max-potion,xd,xd,overworld,visible,,Citadark Isle,0,0,1,,,,,,,,bulbapedia
max-potion,xd,xd,shop,poke-mart,,Gateon Poké Mart,1,0,1,,,,,,after clearing Cipher Key Lair,,bulbapedia
hyper-potion,colosseum,colosseum,overworld,visible,,"The Under, Pyrite Cave, Pyrite Bldg",0,0,1,,,,,,,,bulbapedia
hyper-potion,colosseum,colosseum,shop,poke-mart,,"Pyrite, Phenac, and Agate Poké Marts",1,0,1,,,,,,,,bulbapedia
hyper-potion,xd,xd,overworld,visible,,"Phenac City, Pyrite Town, Snagem Hideout, Cipher Key Lair, Citadark Isle",0,0,1,,,,,,,,bulbapedia
hyper-potion,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 12 and 14 completion prizes),0,0,1,,,,,,,,bulbapedia
hyper-potion,xd,xd,shop,poke-mart,,"Gateon Poké Mart, Outskirt Stand shop, Realgam Tower shop",1,0,1,,,,,,,,bulbapedia
hyper-potion,xd,xd,pickup,,,Pickup (any level),1,0,1,,,,,,,,bulbapedia
super-potion,colosseum,colosseum,overworld,visible,,Phenac City,0,0,1,,,,,,,,bulbapedia
super-potion,colosseum,colosseum,starting-item,,,In the 's Bag at the start of the game,0,0,1,,,,,,,,bulbapedia
super-potion,colosseum,colosseum,shop,poke-mart,,"Phenac, Pyrite, and Agate Poké Marts",1,0,1,,,,,,,,bulbapedia
super-potion,xd,xd,overworld,visible,,"Agate Village, Cipher Lab, Gateon Port",0,0,1,,,,,,,,bulbapedia
super-potion,xd,xd,trainer-reward,visible,,"Realgam Tower (Battle CD 01, 02, and 08 completion prizes)",0,0,1,,,,,,,,bulbapedia
super-potion,xd,xd,shop,poke-mart,,"Gateon, Agate, Pyrite, and Phenac Poké Marts, Outskirt Stand shop",1,0,1,,,,,,,,bulbapedia
super-potion,xd,xd,pickup,,,Pickup (Lv. 1-30),1,0,1,,,,,,,,bulbapedia
full-heal,colosseum,colosseum,overworld,visible,,"Pyrite Cave, Shadow PKMN Lab",0,0,1,,,,,,,,bulbapedia
full-heal,colosseum,colosseum,starting-item,,,In the 's Bag at the start of the game,0,0,1,,,,,,,,bulbapedia
full-heal,colosseum,colosseum,shop,poke-mart,,"Phenac, Pyrite, Agate, The Under Poké Marts; Outskirt Stand",1,0,1,,,,,,after rescuing Rui,,bulbapedia
full-heal,colosseum,colosseum,pickup,,,Pickup (Any level: 10%),1,0,1,,,,,,,,bulbapedia
full-heal,xd,xd,trainer-reward,visible,,"Cipher Lab, Snagem Hideout, Cipher Key Lair, Citadark Isle, Mt. Battle, Realgam Tower (Battle CD 09, 10, 11, and 16 completion prizes)",0,0,1,,,,,,,,bulbapedia
full-heal,xd,xd,shop,poke-mart,,"Phenac, Pyrite, Gateon Poké Marts; Realgam Tower shop, Outskirt Stand",1,0,1,,,,,,,,bulbapedia
full-heal,xd,xd,pickup,,,Pickup (Lv. 1-80),1,0,1,,,,,,,,bulbapedia
revive,colosseum,colosseum,overworld,visible,,"Pyrite Bldg, Shadow PKMN Lab",0,0,1,,,,,,,,bulbapedia
revive,colosseum,colosseum,shop,poke-mart,,"Pyrite, Agate, and The Under Poké Marts",1,0,1,,,,,,,,bulbapedia
revive,colosseum,colosseum,pickup,,,Pickup (any level),1,0,1,,,,,,,,bulbapedia
revive,xd,xd,overworld,visible,,"Cipher Lab, ONBS, Snagem Hideout, Cipher Key Lair, Citadark Isle",0,0,1,,,,,,,,bulbapedia
revive,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 15 and 32 completion prizes),0,0,1,,,,,,,,bulbapedia
revive,xd,xd,shop,poke-mart,,"Gateon, Pyrite, and Phenac Poké Marts, Realgam Tower shop, Outskirt Stand",1,0,1,,,,,,,,bulbapedia
revive,xd,xd,pickup,,,Pickup (Lv. 41-100),1,0,1,,,,,,,,bulbapedia
max-revive,colosseum,colosseum,overworld,visible,,Snagem Hideout,0,0,1,,,,,,,,bulbapedia
max-revive,xd,xd,overworld,visible,,"Cipher Key Lair, Citadark Isle",0,0,1,,,,,,,,bulbapedia
max-revive,xd,xd,trainer-reward,visible,,Realgam Tower (Special Battle Bingo and Battle CD 47 and 48 completion prizes),0,0,1,,,,,,,,bulbapedia
max-revive,xd,xd,pickup,,,Pickup (Lv. 71-100),1,0,1,,,,,,,,bulbapedia
fresh-water,colosseum,colosseum,vending-machine,vending-machine,,The Under vending machine,1,0,1,,,,,,,,bulbapedia
fresh-water,xd,xd,vending-machine,vending-machine,,Pyrite Town vending machine,1,0,1,,,,,,,,bulbapedia
soda-pop,colosseum,colosseum,vending-machine,vending-machine,,The Under vending machine,1,0,1,,,,,,,,bulbapedia
soda-pop,xd,xd,vending-machine,vending-machine,,Pyrite Town vending machine,1,0,1,,,,,,,,bulbapedia
lemonade,colosseum,colosseum,vending-machine,vending-machine,,The Under Vending Machine,1,0,1,,,,,,,,bulbapedia
lemonade,xd,xd,vending-machine,vending-machine,,Pyrite Town Vending Machine,1,0,1,,,,,,,,bulbapedia
moomoo-milk,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
moomoo-milk,xd,xd,vending-machine,vending-machine,,Pyrite Town vending machine,1,0,1,,,,,,,,bulbapedia
energy-powder,colosseum,colosseum,shop,,,The Under (Herb Shop),1,0,1,,,,,,,,bulbapedia
energy-powder,xd,xd,shop,,,"Gateon Port (Herb Shop), Poké Spots",1,0,1,,,,,,,,bulbapedia
energy-root,colosseum,colosseum,shop,,,The Under (Herb Shop),1,0,1,,,,,,,,bulbapedia
energy-root,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 17 completion prize),0,0,1,,,,,,,,bulbapedia
energy-root,xd,xd,shop,,,"Gateon Port (Herb Shop), Poké Spots",1,0,1,,,,,,,,bulbapedia
heal-powder,colosseum,colosseum,shop,,,The Under (Herb Shop),1,0,1,,,,,,,,bulbapedia
heal-powder,xd,xd,shop,,,"Gateon Port (Herb Shop), Poké Spots",1,0,1,,,,,,,,bulbapedia
revival-herb,colosseum,colosseum,shop,,,The Under (Herb Shop),1,0,1,,,,,,,,bulbapedia
revival-herb,xd,xd,shop,,,"Gateon Port (Herb Shop), Poké Spots",1,0,1,,,,,,,,bulbapedia
ether,colosseum,colosseum,overworld,visible,,Pyrite Cave (×3),0,0,1,3,,,,,,,bulbapedia
ether,xd,xd,trainer-reward,visible,,"Agate Village, ONBS, Cipher Lab (×2), Realgam Tower (×2; Novice Battle Bingo completion prize)",0,0,1,2,,,,,,,bulbapedia
ether,xd,xd,pickup,,,Pickup (Lv. 31-50),1,0,1,,,,,,,,bulbapedia
max-ether,colosseum,colosseum,overworld,visible,,Snagem Hideout,0,0,1,,,,,,,,bulbapedia
max-ether,xd,xd,trainer-reward,visible,,"Citadark Isle, S.S. Libra, Realgam Tower (Regular Battle Bingo and Battle CD 38 and 39 completion prizes)",0,0,1,,,,,,,,bulbapedia
elixir,colosseum,colosseum,overworld,visible,,"Shadow PKMN Lab (×3), Snagem Hideout",0,0,1,3,,,,,,,bulbapedia
elixir,colosseum,colosseum,pickup,,,Pickup,1,0,1,,,,,,,,bulbapedia
elixir,xd,xd,trainer-reward,visible,,"Citadark Isle, Cipher Key Lair, Realgam Tower (Expert Battle Bingo and Battle CD 29 completion prizes)",0,0,1,,,,,,,,bulbapedia
elixir,xd,xd,pickup,,,Pickup (Lv. 61-80),1,0,1,,,,,,,,bulbapedia
max-elixir,colosseum,colosseum,overworld,visible,,Snagem Hideout,0,0,1,,,,,,,,bulbapedia
max-elixir,xd,xd,trainer-reward,visible,,"Citadark Isle, Realgam Tower (Extra Battle Bingo completion prize)",0,0,1,,,,,,,,bulbapedia
max-elixir,xd,xd,pickup,,,Pickup (Lv. 91-100),1,0,1,,,,,,,,bulbapedia
lava-cookie,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lava-cookie,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
sacred-ash,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
sacred-ash,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 46 completion prize),0,0,1,,,,,,,,bulbapedia
hp-up,colosseum,colosseum,overworld,visible,,Shadow PKMN Lab,0,0,1,,,,,,,,bulbapedia
hp-up,colosseum,colosseum,shop,poke-mart,,Agate Poké Mart,1,0,1,,,,,,,,bulbapedia
hp-up,xd,xd,overworld,visible,,"ONBS, Cipher Key Lair",0,0,1,,,,,,,,bulbapedia
hp-up,xd,xd,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
hp-up,xd,xd,pickup,,,Pickup (Lv. 51-100),1,0,1,,,,,,,,bulbapedia
protein,colosseum,colosseum,overworld,visible,,Pyrite Cave,0,0,1,,,,,,,,bulbapedia
protein,colosseum,colosseum,shop,poke-mart,,Agate Poké Mart,1,0,1,,,,,,,,bulbapedia
protein,colosseum,colosseum,pickup,,,Pickup (any level),1,0,1,,,,,,,,bulbapedia
protein,xd,xd,overworld,visible,,Realgam Tower,0,0,1,,,,,,,,bulbapedia
protein,xd,xd,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
protein,xd,xd,pickup,,,Pickup (Lv. 31-100),1,0,1,,,,,,,,bulbapedia
iron,colosseum,colosseum,overworld,visible,,Pyrite Cave,0,0,1,,,,,,,,bulbapedia
iron,colosseum,colosseum,shop,poke-mart,,Agate Poké Mart,1,0,1,,,,,,,,bulbapedia
iron,xd,xd,overworld,visible,,S.S. Libra,0,0,1,,,,,,,,bulbapedia
iron,xd,xd,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
carbos,colosseum,colosseum,overworld,visible,,Pyrite Cave,0,0,1,,,,,,,,bulbapedia
carbos,colosseum,colosseum,shop,poke-mart,,Agate Poké Mart,1,0,1,,,,,,,,bulbapedia
carbos,xd,xd,overworld,visible,,Realgam Tower,0,0,1,,,,,,,,bulbapedia
carbos,xd,xd,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
calcium,colosseum,colosseum,shop,poke-mart,,Agate Poké Mart,1,0,1,,,,,,,,bulbapedia
calcium,xd,xd,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
rare-candy,colosseum,colosseum,overworld,visible,,"The Under, Snagem Hideout",0,0,1,,,,,,,,bulbapedia
rare-candy,colosseum,colosseum,pickup,,,Pickup (any level),1,0,1,,,,,,,,bulbapedia
rare-candy,xd,xd,trainer-reward,visible,,"Kaminko's House, Snagem Hideout, Cipher Key Lair, Citadark Isle (×3), Realgam Tower (Battle CD 22, 40, and 41 completion prizes)",0,0,1,3,,,,,,,bulbapedia
rare-candy,xd,xd,pickup,,,Pickup (Lv. 21-100),1,0,1,,,,,,,,bulbapedia
pp-up,colosseum,colosseum,overworld,visible,,"Shadow PKMN Lab, Snagem Hideout",0,0,1,,,,,,,,bulbapedia
pp-up,colosseum,colosseum,pickup,,,Pickup (any level),1,0,1,,,,,,,,bulbapedia
pp-up,xd,xd,trainer-reward,visible,,"Phenac Stadium, S.S. Libra, Snagem Hideout, Cipher Key Lair, Citadark Isle, Realgam Tower (Battle CD 36 and 37 completion prizes)",0,0,1,,,,,,,,bulbapedia
pp-up,xd,xd,pickup,,,Pickup (Lv. 81-100),1,0,1,,,,,,,,bulbapedia
zinc,colosseum,colosseum,overworld,visible,,Pyrite Cave,0,0,1,,,,,,,,bulbapedia
zinc,colosseum,colosseum,shop,poke-mart,,Agate Poké Mart,1,0,1,,,,,,,,bulbapedia
zinc,xd,xd,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
pp-max,colosseum,colosseum,overworld,visible,,Pokémon Colosseum Bonus Disc JP,0,0,1,,,,,,,,bulbapedia
pp-max,xd,xd,overworld,visible,,Citadark Isle,0,0,1,,,,,,,,bulbapedia
guard-spec,colosseum,colosseum,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
guard-spec,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 18 completion prize),0,0,1,,,,,,,,bulbapedia
guard-spec,xd,xd,shop,poke-mart,,Pyrite Poké Mart,1,0,1,,,,,,,,bulbapedia
dire-hit,colosseum,colosseum,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
dire-hit,xd,xd,shop,poke-mart,,Pyrite Poké Mart,1,0,1,,,,,,,,bulbapedia
x-attack,colosseum,colosseum,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
x-attack,xd,xd,shop,poke-mart,,Pyrite Poké Mart,1,0,1,,,,,,,,bulbapedia
x-attack,xd,xd,pickup,,,Pickup (Lv. 1-70),1,0,1,,,,,,,,bulbapedia
x-defense,colosseum,colosseum,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
x-defense,xd,xd,shop,poke-mart,,Pyrite Poké Mart,1,0,1,,,,,,,,bulbapedia
x-speed,colosseum,colosseum,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
x-speed,xd,xd,shop,poke-mart,,Pyrite Poké Mart,1,0,1,,,,,,,,bulbapedia
x-accuracy,colosseum,colosseum,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
x-accuracy,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 35 completion prize),0,0,1,,,,,,,,bulbapedia
x-accuracy,xd,xd,shop,poke-mart,,Pyrite Poké Mart,1,0,1,,,,,,,,bulbapedia
x-sp-atk,colosseum,colosseum,shop,poke-mart,,Phenac Poké Mart,1,0,1,,,,,,,,bulbapedia
x-sp-atk,xd,xd,shop,poke-mart,,Pyrite Poké Mart,1,0,1,,,,,,,,bulbapedia
poke-doll,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
poke-doll,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
fluffy-tail,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
fluffy-tail,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
blue-flute,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
blue-flute,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
yellow-flute,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
yellow-flute,xd,xd,overworld,visible,,S.S. Libra,0,0,1,,,,,,,,bulbapedia
red-flute,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
red-flute,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
black-flute,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
black-flute,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
white-flute,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
white-flute,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
shoal-salt,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
shoal-salt,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
shoal-shell,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
shoal-shell,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
red-shard,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
red-shard,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
blue-shard,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
blue-shard,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
yellow-shard,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
yellow-shard,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
green-shard,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
green-shard,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
super-repel,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
super-repel,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
max-repel,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
max-repel,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
escape-rope,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
escape-rope,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
repel,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
repel,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
sun-stone,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
sun-stone,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
moon-stone,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
moon-stone,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
fire-stone,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
fire-stone,xd,xd,overworld,visible,,"S.S. Libra, Gateon Port",0,0,1,,,,,,,,bulbapedia
fire-stone,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
thunder-stone,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
thunder-stone,xd,xd,overworld,visible,,Gateon Port,0,0,1,,,,,,,,bulbapedia
thunder-stone,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
water-stone,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
water-stone,xd,xd,overworld,visible,,"Phenac Stadium, Gateon Port",0,0,1,,,,,,,,bulbapedia
water-stone,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
leaf-stone,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
leaf-stone,xd,xd,overworld,visible,,Cipher Lab,0,0,1,,,,,,,,bulbapedia
leaf-stone,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
tiny-mushroom,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
tiny-mushroom,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
big-mushroom,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
big-mushroom,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
big-pearl,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
big-pearl,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
stardust,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
stardust,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
star-piece,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
star-piece,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
nugget,colosseum,colosseum,wild-pokemon,held,,Held by Tyranitar,0,0,1,,,,,,,,bulbapedia
nugget,colosseum,colosseum,pickup,,,Pickup (any level),1,0,1,,,,,,,,bulbapedia
