pokemon,version_group,method,move,level,order,mastery
charmander,colosseum,level-up,fire-spin,49,,
charmander,colosseum,machine,cut,0,,
charmander,colosseum,machine,flamethrower,0,,
charmander,colosseum,machine,strength,0,,
charmander,colosseum,machine,dig,0,,
charmander,colosseum,machine,toxic,0,,
charmander,colosseum,machine,double-team,0,,
charmander,colosseum,machine,fire-blast,0,,
charmander,colosseum,machine,rest,0,,
charmander,colosseum,machine,protect,0,,
charmander,colosseum,machine,attract,0,,
charmander,colosseum,machine,return,0,,
charmander,colosseum,machine,frustration,0,,
charmander,colosseum,machine,iron-tail,0,,
charmander,colosseum,machine,hidden-power,0,,
charmander,colosseum,machine,sunny-day,0,,
charmander,colosseum,machine,rock-smash,0,,
charmander,colosseum,machine,facade,0,,
charmander,colosseum,machine,focus-punch,0,,
charmander,colosseum,machine,brick-break,0,,
charmander,colosseum,machine,secret-power,0,,
charmander,colosseum,machine,overheat,0,,
charmander,colosseum,machine,aerial-ace,0,,
charmander,colosseum,machine,dragon-claw,0,,
charmander,xd,level-up,scratch,1,1,
charmander,xd,level-up,growl,1,2,
charmander,xd,level-up,ember,7,,
charmander,xd,level-up,smokescreen,13,,
charmander,xd,level-up,rage,19,,
charmander,xd,level-up,scary-face,25,,
charmander,xd,level-up,flamethrower,31,,
charmander,xd,level-up,slash,37,,
charmander,xd,level-up,dragon-rage,43,,
charmander,xd,level-up,fire-spin,49,,
charmander,xd,tutor,body-slam,0,,
charmander,xd,tutor,double-edge,0,,
charmander,xd,tutor,seismic-toss,0,,
charmander,xd,tutor,mimic,0,,
charmander,xd,tutor,substitute,0,,
charmander,xd,tutor,swagger,0,,
charmander,xd,machine,cut,0,,
charmander,xd,machine,flamethrower,0,,
charmander,xd,machine,strength,0,,
charmander,xd,machine,dig,0,,
charmander,xd,machine,toxic,0,,
charmander,xd,machine,double-team,0,,
charmander,xd,machine,fire-blast,0,,
charmander,xd,machine,rest,0,,
charmander,xd,machine,protect,0,,
charmander,xd,machine,attract,0,,
charmander,xd,machine,return,0,,
charmander,xd,machine,frustration,0,,
charmander,xd,machine,iron-tail,0,,
charmander,xd,machine,hidden-power,0,,
charmander,xd,machine,sunny-day,0,,
charmander,xd,machine,rock-smash,0,,
charmander,xd,machine,facade,0,,
charmander,xd,machine,focus-punch,0,,
charmander,xd,machine,brick-break,0,,
charmander,xd,machine,secret-power,0,,
charmander,xd,machine,overheat,0,,
charmander,xd,machine,aerial-ace,0,,
charmander,xd,machine,dragon-claw,0,,
charmeleon,colosseum,level-up,scratch,1,1,
charmeleon,colosseum,level-up,growl,1,2,
charmeleon,colosseum,level-up,ember,1,3,
charmeleon,colosseum,level-up,ember,7,,
charmeleon,colosseum,level-up,smokescreen,13,,
charmeleon,colosseum,level-up,rage,20,,
charmeleon,colosseum,level-up,scary-face,27,,
charmeleon,colosseum,level-up,flamethrower,34,,
charmeleon,colosseum,level-up,slash,41,,
charmeleon,colosseum,level-up,dragon-rage,48,,
charmeleon,colosseum,level-up,fire-spin,55,,
charmeleon,colosseum,machine,cut,0,,
charmeleon,colosseum,machine,flamethrower,0,,
charmeleon,colosseum,machine,strength,0,,
charmeleon,colosseum,machine,dig,0,,
charmeleon,colosseum,machine,toxic,0,,
charmeleon,colosseum,machine,double-team,0,,
charmeleon,colosseum,machine,fire-blast,0,,
charmeleon,colosseum,machine,rest,0,,
charmeleon,colosseum,machine,protect,0,,
charmeleon,colosseum,machine,attract,0,,
charmeleon,colosseum,machine,return,0,,
charmeleon,colosseum,machine,frustration,0,,
charmeleon,colosseum,machine,iron-tail,0,,
charmeleon,colosseum,machine,hidden-power,0,,
charmeleon,colosseum,machine,sunny-day,0,,
charmeleon,colosseum,machine,rock-smash,0,,
charmeleon,colosseum,machine,facade,0,,
charmeleon,colosseum,machine,focus-punch,0,,
charmeleon,colosseum,machine,brick-break,0,,
charmeleon,colosseum,machine,secret-power,0,,
charmeleon,colosseum,machine,overheat,0,,
charmeleon,colosseum,machine,aerial-ace,0,,
charmeleon,colosseum,machine,dragon-claw,0,,
charmeleon,xd,level-up,scratch,1,1,
charmeleon,xd,level-up,growl,1,2,
charmeleon,xd,level-up,ember,1,3,
charmeleon,xd,level-up,ember,7,,
charmeleon,xd,level-up,smokescreen,13,,
charmeleon,xd,level-up,rage,20,,
charmeleon,xd,level-up,scary-face,27,,
charmeleon,xd,level-up,flamethrower,34,,
charmeleon,xd,level-up,slash,41,,
charmeleon,xd,level-up,dragon-rage,48,,
charmeleon,xd,level-up,fire-spin,55,,
charmeleon,xd,tutor,body-slam,0,,
charmeleon,xd,tutor,double-edge,0,,
charmeleon,xd,tutor,seismic-toss,0,,
charmeleon,xd,tutor,mimic,0,,
charmeleon,xd,tutor,substitute,0,,
charmeleon,xd,tutor,swagger,0,,
charmeleon,xd,machine,cut,0,,
charmeleon,xd,machine,flamethrower,0,,
charmeleon,xd,machine,strength,0,,
charmeleon,xd,machine,dig,0,,
charmeleon,xd,machine,toxic,0,,
charmeleon,xd,machine,double-team,0,,
charmeleon,xd,machine,fire-blast,0,,
charmeleon,xd,machine,rest,0,,
charmeleon,xd,machine,protect,0,,
charmeleon,xd,machine,attract,0,,
charmeleon,xd,machine,return,0,,
charmeleon,xd,machine,frustration,0,,
charmeleon,xd,machine,iron-tail,0,,
charmeleon,xd,machine,hidden-power,0,,
charmeleon,xd,machine,sunny-day,0,,
charmeleon,xd,machine,rock-smash,0,,
charmeleon,xd,machine,facade,0,,
charmeleon,xd,machine,focus-punch,0,,
charmeleon,xd,machine,brick-break,0,,
charmeleon,xd,machine,secret-power,0,,
charmeleon,xd,machine,overheat,0,,
charmeleon,xd,machine,aerial-ace,0,,
charmeleon,xd,machine,dragon-claw,0,,
charizard,colosseum,level-up,scratch,1,1,
charizard,colosseum,level-up,growl,1,2,
charizard,colosseum,level-up,ember,1,3,
charizard,colosseum,level-up,smokescreen,1,4,
charizard,colosseum,level-up,ember,7,,
charizard,colosseum,level-up,smokescreen,13,,
charizard,colosseum,level-up,rage,20,,
charizard,colosseum,level-up,scary-face,27,,
charizard,colosseum,level-up,flamethrower,34,,
charizard,colosseum,level-up,wing-attack,36,,
charizard,colosseum,level-up,slash,44,,
charizard,colosseum,level-up,dragon-rage,54,,
charizard,colosseum,level-up,fire-spin,64,,
charizard,colosseum,machine,cut,0,,
charizard,colosseum,machine,fly,0,,
charizard,colosseum,machine,roar,0,,
charizard,colosseum,machine,flamethrower,0,,
charizard,colosseum,machine,hyper-beam,0,,
charizard,colosseum,machine,strength,0,,
charizard,colosseum,machine,earthquake,0,,
charizard,colosseum,machine,dig,0,,
charizard,colosseum,machine,toxic,0,,
charizard,colosseum,machine,double-team,0,,
charizard,colosseum,machine,fire-blast,0,,
charizard,colosseum,machine,rest,0,,
charizard,colosseum,machine,protect,0,,
charizard,colosseum,machine,steel-wing,0,,
charizard,colosseum,machine,attract,0,,
charizard,colosseum,machine,return,0,,
charizard,colosseum,machine,frustration,0,,
charizard,colosseum,machine,iron-tail,0,,
charizard,colosseum,machine,hidden-power,0,,
charizard,colosseum,machine,sunny-day,0,,
charizard,colosseum,machine,rock-smash,0,,
charizard,colosseum,machine,facade,0,,
charizard,colosseum,machine,focus-punch,0,,
charizard,colosseum,machine,brick-break,0,,
charizard,colosseum,machine,secret-power,0,,
charizard,colosseum,machine,overheat,0,,
charizard,colosseum,machine,aerial-ace,0,,
charizard,colosseum,machine,dragon-claw,0,,
charizard,xd,level-up,scratch,1,1,
charizard,xd,level-up,growl,1,2,
charizard,xd,level-up,ember,1,3,
charizard,xd,level-up,smokescreen,1,4,
charizard,xd,level-up,ember,7,,
charizard,xd,level-up,smokescreen,13,,
charizard,xd,level-up,rage,20,,
charizard,xd,level-up,scary-face,27,,
charizard,xd,level-up,flamethrower,34,,
charizard,xd,level-up,wing-attack,36,,
charizard,xd,level-up,slash,44,,
charizard,xd,level-up,dragon-rage,54,,
charizard,xd,level-up,fire-spin,64,,
charizard,xd,tutor,body-slam,0,,
charizard,xd,tutor,double-edge,0,,
charizard,xd,tutor,seismic-toss,0,,
charizard,xd,tutor,mimic,0,,
charizard,xd,tutor,substitute,0,,
charizard,xd,tutor,swagger,0,,
charizard,xd,machine,cut,0,,
charizard,xd,machine,fly,0,,
charizard,xd,machine,roar,0,,
charizard,xd,machine,flamethrower,0,,
charizard,xd,machine,hyper-beam,0,,
charizard,xd,machine,strength,0,,
charizard,xd,machine,earthquake,0,,
charizard,xd,machine,dig,0,,
charizard,xd,machine,toxic,0,,
charizard,xd,machine,double-team,0,,
charizard,xd,machine,fire-blast,0,,
charizard,xd,machine,rest,0,,
charizard,xd,machine,protect,0,,
charizard,xd,machine,steel-wing,0,,
charizard,xd,machine,attract,0,,
charizard,xd,machine,return,0,,
charizard,xd,machine,frustration,0,,
charizard,xd,machine,iron-tail,0,,
charizard,xd,machine,hidden-power,0,,
charizard,xd,machine,sunny-day,0,,
charizard,xd,machine,rock-smash,0,,
charizard,xd,machine,facade,0,,
charizard,xd,machine,focus-punch,0,,
charizard,xd,machine,brick-break,0,,
charizard,xd,machine,secret-power,0,,
charizard,xd,machine,overheat,0,,
charizard,xd,machine,aerial-ace,0,,
charizard,xd,machine,dragon-claw,0,,
squirtle,colosseum,level-up,tackle,1,,
squirtle,colosseum,level-up,tail-whip,4,,
squirtle,colosseum,level-up,bubble,7,,
squirtle,colosseum,level-up,withdraw,10,,
squirtle,colosseum,level-up,water-gun,13,,
squirtle,colosseum,level-up,bite,18,,
squirtle,colosseum,level-up,rapid-spin,23,,
squirtle,colosseum,level-up,protect,28,,
squirtle,colosseum,level-up,rain-dance,33,,
squirtle,colosseum,level-up,skull-bash,40,,
squirtle,colosseum,level-up,hydro-pump,47,,
squirtle,colosseum,machine,surf,0,,
squirtle,colosseum,machine,ice-beam,0,,
squirtle,colosseum,machine,blizzard,0,,
squirtle,colosseum,machine,strength,0,,
squirtle,colosseum,machine,dig,0,,
squirtle,colosseum,machine,toxic,0,,
squirtle,colosseum,machine,double-team,0,,
squirtle,colosseum,machine,waterfall,0,,
squirtle,colosseum,machine,rest,0,,
squirtle,colosseum,machine,protect,0,,
squirtle,colosseum,machine,attract,0,,
squirtle,colosseum,machine,return,0,,
squirtle,colosseum,machine,frustration,0,,
squirtle,colosseum,machine,iron-tail,0,,
squirtle,colosseum,machine,hidden-power,0,,
squirtle,colosseum,machine,rain-dance,0,,
squirtle,colosseum,machine,rock-smash,0,,
squirtle,colosseum,machine,hail,0,,
squirtle,colosseum,machine,facade,0,,
squirtle,colosseum,machine,focus-punch,0,,
squirtle,colosseum,machine,brick-break,0,,
squirtle,colosseum,machine,secret-power,0,,
squirtle,colosseum,machine,dive,0,,
squirtle,colosseum,machine,water-pulse,0,,
squirtle,xd,level-up,tackle,1,,
squirtle,xd,level-up,tail-whip,4,,
squirtle,xd,level-up,bubble,7,,
squirtle,xd,level-up,withdraw,10,,
squirtle,xd,level-up,water-gun,13,,
squirtle,xd,level-up,bite,18,,
squirtle,xd,level-up,rapid-spin,23,,
squirtle,xd,level-up,protect,28,,
squirtle,xd,level-up,rain-dance,33,,
squirtle,xd,level-up,skull-bash,40,,
squirtle,xd,level-up,hydro-pump,47,,
squirtle,xd,tutor,body-slam,0,,
squirtle,xd,tutor,double-edge,0,,
squirtle,xd,tutor,seismic-toss,0,,
squirtle,xd,tutor,mimic,0,,
squirtle,xd,tutor,substitute,0,,
squirtle,xd,tutor,icy-wind,0,,
squirtle,xd,tutor,swagger,0,,
squirtle,xd,machine,surf,0,,
squirtle,xd,machine,ice-beam,0,,
squirtle,xd,machine,blizzard,0,,
squirtle,xd,machine,strength,0,,
squirtle,xd,machine,dig,0,,
squirtle,xd,machine,toxic,0,,
squirtle,xd,machine,double-team,0,,
squirtle,xd,machine,waterfall,0,,
squirtle,xd,machine,rest,0,,
squirtle,xd,machine,protect,0,,
squirtle,xd,machine,attract,0,,
squirtle,xd,machine,return,0,,
squirtle,xd,machine,frustration,0,,
squirtle,xd,machine,iron-tail,0,,
squirtle,xd,machine,hidden-power,0,,
squirtle,xd,machine,rain-dance,0,,
squirtle,xd,machine,rock-smash,0,,
squirtle,xd,machine,hail,0,,
squirtle,xd,machine,facade,0,,
squirtle,xd,machine,focus-punch,0,,
squirtle,xd,machine,brick-break,0,,
squirtle,xd,machine,secret-power,0,,
squirtle,xd,machine,dive,0,,
squirtle,xd,machine,water-pulse,0,,
wartortle,colosseum,level-up,tackle,1,1,
wartortle,colosseum,level-up,tail-whip,1,2,
wartortle,colosseum,level-up,bubble,1,3,
wartortle,colosseum,level-up,tail-whip,4,,
wartortle,colosseum,level-up,bubble,7,,
wartortle,colosseum,level-up,withdraw,10,,
wartortle,colosseum,level-up,water-gun,13,,
wartortle,colosseum,level-up,bite,19,,
wartortle,colosseum,level-up,rapid-spin,25,,
wartortle,colosseum,level-up,protect,31,,
wartortle,colosseum,level-up,rain-dance,37,,
wartortle,colosseum,level-up,skull-bash,45,,
wartortle,colosseum,level-up,hydro-pump,53,,
wartortle,colosseum,machine,surf,0,,
wartortle,colosseum,machine,ice-beam,0,,
wartortle,colosseum,machine,blizzard,0,,
wartortle,colosseum,machine,strength,0,,
wartortle,colosseum,machine,dig,0,,
wartortle,colosseum,machine,toxic,0,,
wartortle,colosseum,machine,double-team,0,,
wartortle,colosseum,machine,waterfall,0,,
wartortle,colosseum,machine,rest,0,,
wartortle,colosseum,machine,protect,0,,
wartortle,colosseum,machine,attract,0,,
wartortle,colosseum,machine,return,0,,
wartortle,colosseum,machine,frustration,0,,
wartortle,colosseum,machine,iron-tail,0,,
wartortle,colosseum,machine,hidden-power,0,,
wartortle,colosseum,machine,rain-dance,0,,
wartortle,colosseum,machine,rock-smash,0,,
wartortle,colosseum,machine,hail,0,,
wartortle,colosseum,machine,facade,0,,
wartortle,colosseum,machine,focus-punch,0,,
wartortle,colosseum,machine,brick-break,0,,
wartortle,colosseum,machine,secret-power,0,,
wartortle,colosseum,machine,dive,0,,
wartortle,colosseum,machine,water-pulse,0,,
wartortle,xd,level-up,tackle,1,1,
wartortle,xd,level-up,tail-whip,1,2,
wartortle,xd,level-up,bubble,1,3,
wartortle,xd,level-up,tail-whip,4,,
wartortle,xd,level-up,bubble,7,,
wartortle,xd,level-up,withdraw,10,,
wartortle,xd,level-up,water-gun,13,,
wartortle,xd,level-up,bite,19,,
wartortle,xd,level-up,rapid-spin,25,,
wartortle,xd,level-up,protect,31,,
wartortle,xd,level-up,rain-dance,37,,
wartortle,xd,level-up,skull-bash,45,,
wartortle,xd,level-up,hydro-pump,53,,
wartortle,xd,tutor,body-slam,0,,
wartortle,xd,tutor,double-edge,0,,
wartortle,xd,tutor,seismic-toss,0,,
wartortle,xd,tutor,mimic,0,,
wartortle,xd,tutor,substitute,0,,
wartortle,xd,tutor,icy-wind,0,,
wartortle,xd,tutor,swagger,0,,
wartortle,xd,machine,surf,0,,
wartortle,xd,machine,ice-beam,0,,
wartortle,xd,machine,blizzard,0,,
wartortle,xd,machine,strength,0,,
wartortle,xd,machine,dig,0,,
wartortle,xd,machine,toxic,0,,
wartortle,xd,machine,double-team,0,,
wartortle,xd,machine,waterfall,0,,
wartortle,xd,machine,rest,0,,
wartortle,xd,machine,protect,0,,
wartortle,xd,machine,attract,0,,
wartortle,xd,machine,return,0,,
wartortle,xd,machine,frustration,0,,
wartortle,xd,machine,iron-tail,0,,
wartortle,xd,machine,hidden-power,0,,
wartortle,xd,machine,rain-dance,0,,
wartortle,xd,machine,rock-smash,0,,
wartortle,xd,machine,hail,0,,
wartortle,xd,machine,facade,0,,
wartortle,xd,machine,focus-punch,0,,
wartortle,xd,machine,brick-break,0,,
wartortle,xd,machine,secret-power,0,,
wartortle,xd,machine,dive,0,,
wartortle,xd,machine,water-pulse,0,,
blastoise,colosseum,level-up,tackle,1,1,
blastoise,colosseum,level-up,tail-whip,1,2,
blastoise,colosseum,level-up,withdraw,1,4,
blastoise,colosseum,level-up,bubble,1,3,
blastoise,colosseum,level-up,tail-whip,4,,
blastoise,colosseum,level-up,bubble,7,,
blastoise,colosseum,level-up,withdraw,10,,
blastoise,colosseum,level-up,water-gun,13,,
blastoise,colosseum,level-up,bite,19,,
blastoise,colosseum,level-up,rapid-spin,25,,
blastoise,colosseum,level-up,protect,31,,
blastoise,colosseum,level-up,rain-dance,42,,
blastoise,colosseum,level-up,skull-bash,55,,
blastoise,colosseum,level-up,hydro-pump,68,,
blastoise,colosseum,machine,roar,0,,
blastoise,colosseum,machine,surf,0,,
blastoise,colosseum,machine,ice-beam,0,,
blastoise,colosseum,machine,blizzard,0,,
blastoise,colosseum,machine,hyper-beam,0,,
blastoise,colosseum,machine,strength,0,,
blastoise,colosseum,machine,earthquake,0,,
blastoise,colosseum,machine,dig,0,,
blastoise,colosseum,machine,toxic,0,,
blastoise,colosseum,machine,double-team,0,,
blastoise,colosseum,machine,waterfall,0,,
blastoise,colosseum,machine,rest,0,,
blastoise,colosseum,machine,protect,0,,
blastoise,colosseum,machine,attract,0,,
blastoise,colosseum,machine,return,0,,
blastoise,colosseum,machine,frustration,0,,
blastoise,colosseum,machine,iron-tail,0,,
blastoise,colosseum,machine,hidden-power,0,,
blastoise,colosseum,machine,rain-dance,0,,
blastoise,colosseum,machine,rock-smash,0,,
blastoise,colosseum,machine,hail,0,,
blastoise,colosseum,machine,facade,0,,
blastoise,colosseum,machine,focus-punch,0,,
blastoise,colosseum,machine,brick-break,0,,
blastoise,colosseum,machine,secret-power,0,,
blastoise,colosseum,machine,dive,0,,
blastoise,colosseum,machine,water-pulse,0,,
blastoise,xd,level-up,tackle,1,1,
blastoise,xd,level-up,tail-whip,1,2,
blastoise,xd,level-up,withdraw,1,4,
blastoise,xd,level-up,bubble,1,3,
blastoise,xd,level-up,tail-whip,4,,
blastoise,xd,level-up,bubble,7,,
blastoise,xd,level-up,withdraw,10,,
blastoise,xd,level-up,water-gun,13,,
blastoise,xd,level-up,bite,19,,
blastoise,xd,level-up,rapid-spin,25,,
blastoise,xd,level-up,protect,31,,
