form,generation,game_index
weepinbell,5,0
weepinbell,6,0
weepinbell,7,0
victreebel,1,0
victreebel,2,0
victreebel,3,0
victreebel,4,0
victreebel,5,0
victreebel,6,0
victreebel,7,0
tentacool,1,0
tentacool,2,0
tentacool,3,0
tentacool,4,0
tentacool,5,0
tentacool,6,0
tentacool,7,0
tentacool,8,0
tentacruel,1,0
tentacruel,2,0
tentacruel,3,0
tentacruel,4,0
tentacruel,5,0
tentacruel,6,0
tentacruel,7,0
tentacruel,8,0
geodude,1,0
geodude,2,0
geodude,3,0
geodude,4,0
geodude,5,0
geodude,6,0
geodude,7,0
graveler,1,0
graveler,2,0
graveler,3,0
graveler,4,0
graveler,5,0
graveler,6,0
graveler,7,0
golem,1,0
golem,2,0
golem,3,0
golem,4,0
golem,5,0
golem,6,0
golem,7,0
ponyta,1,0
ponyta,2,0
ponyta,3,0
ponyta,4,0
ponyta,5,0
ponyta,6,0
ponyta,7,0
ponyta,8,0
rapidash,1,0
rapidash,2,0
rapidash,3,0
rapidash,4,0
rapidash,5,0
rapidash,6,0
rapidash,7,0
rapidash,8,0
slowpoke,1,0
slowpoke,2,0
slowpoke,3,0
slowpoke,4,0
slowpoke,5,0
slowpoke,6,0
slowpoke,7,0
slowpoke,8,0
slowbro,1,0
slowbro,2,0
slowbro,3,0
slowbro,4,0
slowbro,5,0
slowbro,6,0
slowbro,7,0
slowbro,8,0
magnemite,1,0
magnemite,2,0
magnemite,3,0
magnemite,4,0
magnemite,5,0
magnemite,6,0
magnemite,7,0
magnemite,8,0
magneton,1,0
magneton,2,0
magneton,3,0
magneton,4,0
magneton,5,0
magneton,6,0
magneton,7,0
magneton,8,0
farfetchd,1,0
farfetchd,2,0
farfetchd,3,0
farfetchd,4,0
farfetchd,5,0
farfetchd,6,0
farfetchd,7,0
farfetchd,8,0
doduo,1,0
doduo,2,0
doduo,3,0
doduo,4,0
doduo,5,0
doduo,6,0
doduo,7,0
dodrio,1,0
dodrio,2,0
dodrio,3,0
dodrio,4,0
dodrio,5,0
dodrio,6,0
dodrio,7,0
seel,1,0
seel,2,0
seel,3,0
seel,4,0
seel,5,0
seel,6,0
seel,7,0
dewgong,1,0
dewgong,2,0
dewgong,3,0
dewgong,4,0
dewgong,5,0
dewgong,6,0
dewgong,7,0
grimer,1,0
grimer,2,0
grimer,3,0
grimer,4,0
grimer,5,0
grimer,6,0
grimer,7,0
muk,1,0
muk,2,0
muk,3,0
muk,4,0
muk,5,0
muk,6,0
muk,7,0
shellder,1,0
shellder,2,0
shellder,3,0
shellder,4,0
shellder,5,0
shellder,6,0
shellder,7,0
shellder,8,0
cloyster,1,0
cloyster,2,0
cloyster,3,0
cloyster,4,0
cloyster,5,0
cloyster,6,0
cloyster,7,0
cloyster,8,0
gastly,1,0
gastly,2,0
gastly,3,0
gastly,4,0
gastly,5,0
gastly,6,0
gastly,7,0
gastly,8,0
haunter,1,0
haunter,2,0
haunter,3,0
haunter,4,0
haunter,5,0
haunter,6,0
haunter,7,0
haunter,8,0
gengar,1,0
gengar,2,0
gengar,3,0
gengar,4,0
gengar,5,0
gengar,6,0
gengar,7,0
gengar,8,0
onix,1,0
onix,2,0
onix,3,0
onix,4,0
onix,5,0
onix,6,0
onix,7,0
onix,8,0
drowzee,1,0
drowzee,2,0
drowzee,3,0
drowzee,4,0
drowzee,5,0
drowzee,6,0
drowzee,7,0
hypno,1,0
hypno,2,0
hypno,3,0
hypno,4,0
hypno,5,0
hypno,6,0
hypno,7,0
krabby,1,0
krabby,2,0
krabby,3,0
krabby,4,0
krabby,5,0
krabby,6,0
krabby,7,0
krabby,8,0
kingler,1,0
kingler,2,0
kingler,3,0
kingler,4,0
kingler,5,0
kingler,6,0
kingler,7,0
kingler,8,0
voltorb,1,0
voltorb,2,0
voltorb,3,0
voltorb,4,0
voltorb,5,0
voltorb,6,0
voltorb,7,0
electrode,1,0
electrode,2,0
electrode,3,0
electrode,4,0
electrode,5,0
electrode,6,0
electrode,7,0
exeggcute,1,0
exeggcute,2,0
exeggcute,3,0
exeggcute,4,0
exeggcute,5,0
exeggcute,6,0
exeggcute,7,0
exeggcute,8,0
exeggutor,1,0
exeggutor,2,0
exeggutor,3,0
exeggutor,4,0
exeggutor,5,0
exeggutor,6,0
exeggutor,7,0
exeggutor,8,0
cubone,1,0
cubone,2,0
cubone,3,0
cubone,4,0
cubone,5,0
cubone,6,0
cubone,7,0
cubone,8,0
marowak,1,0
marowak,2,0
marowak,3,0
marowak,4,0
marowak,5,0
marowak,6,0
marowak,7,0
marowak,8,0
hitmonlee,1,0
hitmonlee,2,0
hitmonlee,3,0
hitmonlee,4,0
hitmonlee,5,0
hitmonlee,6,0
hitmonlee,7,0
hitmonlee,8,0
hitmonchan,1,0
hitmonchan,2,0
hitmonchan,3,0
hitmonchan,4,0
hitmonchan,5,0
hitmonchan,6,0
hitmonchan,7,0
hitmonchan,8,0
lickitung,1,0
lickitung,2,0
lickitung,3,0
lickitung,4,0
lickitung,5,0
lickitung,6,0
lickitung,7,0
lickitung,8,0
koffing,1,0
koffing,2,0
koffing,3,0
koffing,4,0
koffing,5,0
koffing,6,0
koffing,7,0
koffing,8,0
weezing,1,0
weezing,2,0
weezing,3,0
weezing,4,0
weezing,5,0
weezing,6,0
weezing,7,0
weezing,8,0
rhyhorn,1,0
rhyhorn,2,0
rhyhorn,3,0
rhyhorn,4,0
rhyhorn,5,0
rhyhorn,6,0
rhyhorn,7,0
rhyhorn,8,0
rhydon,1,0
rhydon,2,0
rhydon,3,0
rhydon,4,0
rhydon,5,0
rhydon,6,0
rhydon,7,0
rhydon,8,0
chansey,1,0
chansey,2,0
chansey,3,0
chansey,4,0
chansey,5,0
chansey,6,0
chansey,7,0
chansey,8,0
tangela,1,0
tangela,2,0
tangela,3,0
tangela,4,0
tangela,5,0
tangela,6,0
tangela,7,0
tangela,8,0
kangaskhan,1,0
kangaskhan,2,0
kangaskhan,3,0
kangaskhan,4,0
kangaskhan,5,0
kangaskhan,6,0
kangaskhan,7,0
kangaskhan,8,0
horsea,1,0
horsea,2,0
horsea,3,0
horsea,4,0
horsea,5,0
horsea,6,0
horsea,7,0
horsea,8,0
seadra,1,0
seadra,2,0
seadra,3,0
seadra,4,0
seadra,5,0
seadra,6,0
seadra,7,0
seadra,8,0
goldeen,1,0
goldeen,2,0
goldeen,3,0
goldeen,4,0
goldeen,5,0
goldeen,6,0
goldeen,7,0
goldeen,8,0
seaking,1,0
seaking,2,0
seaking,3,0
seaking,4,0
seaking,5,0
seaking,6,0
seaking,7,0
seaking,8,0
staryu,1,0
staryu,2,0
staryu,3,0
staryu,4,0
staryu,5,0
staryu,6,0
staryu,7,0
staryu,8,0
starmie,1,0
starmie,2,0
starmie,3,0
starmie,4,0
starmie,5,0
starmie,6,0
starmie,7,0
starmie,8,0
mr-mime,1,0
mr-mime,2,0
mr-mime,3,0
mr-mime,4,0
mr-mime,5,0
mr-mime,6,0
mr-mime,7,0
mr-mime,8,0
scyther,1,0
scyther,2,0
scyther,3,0
scyther,4,0
scyther,5,0
scyther,6,0
scyther,7,0
scyther,8,0
jynx,1,0
jynx,2,0
jynx,3,0
jynx,4,0
jynx,5,0
jynx,6,0
jynx,7,0
jynx,8,0
electabuzz,1,0
electabuzz,2,0
electabuzz,3,0
electabuzz,4,0
electabuzz,5,0
electabuzz,6,0
electabuzz,7,0
electabuzz,8,0
magmar,1,0
magmar,2,0
magmar,3,0
magmar,4,0
magmar,5,0
magmar,6,0
magmar,7,0
magmar,8,0
pinsir,1,0
pinsir,2,0
pinsir,3,0
pinsir,4,0
pinsir,5,0
pinsir,6,0
pinsir,7,0
pinsir,8,0
tauros,1,0
tauros,2,0
tauros,3,0
tauros,4,0
tauros,5,0
tauros,6,0
tauros,7,0
tauros,8,0
magikarp,1,0
magikarp,2,0
magikarp,3,0
magikarp,4,0
magikarp,5,0
magikarp,6,0
magikarp,7,0
magikarp,8,0
gyarados,1,0
gyarados,2,0
gyarados,3,0
gyarados,4,0
gyarados,5,0
gyarados,6,0
gyarados,7,0
gyarados,8,0
lapras,1,0
lapras,2,0
lapras,3,0
lapras,4,0
lapras,5,0
lapras,6,0
lapras,7,0
lapras,8,0
ditto,1,0
ditto,2,0
ditto,3,0
ditto,4,0
ditto,5,0
ditto,6,0
ditto,7,0
ditto,8,0
eevee,1,0
eevee,2,0
eevee,3,0
eevee,4,0
eevee,5,0
eevee,6,0
eevee,7,0
eevee,8,0
vaporeon,1,0
vaporeon,2,0
vaporeon,3,0
vaporeon,4,0
vaporeon,5,0
vaporeon,6,0
vaporeon,7,0
vaporeon,8,0
jolteon,1,0
jolteon,2,0
jolteon,3,0
jolteon,4,0
jolteon,5,0
jolteon,6,0
jolteon,7,0
jolteon,8,0
flareon,1,0
flareon,2,0
flareon,3,0
flareon,4,0
flareon,5,0
flareon,6,0
flareon,7,0
flareon,8,0
porygon,1,0
porygon,2,0
porygon,3,0
porygon,4,0
porygon,5,0
porygon,6,0
porygon,7,0
porygon,8,0
omanyte,1,0
omanyte,2,0
omanyte,3,0
omanyte,4,0
omanyte,5,0
omanyte,6,0
omanyte,7,0
omanyte,8,0
omastar,1,0
omastar,2,0
omastar,3,0
omastar,4,0
omastar,5,0
omastar,6,0
omastar,7,0
omastar,8,0
kabuto,1,0
kabuto,2,0
kabuto,3,0
kabuto,4,0
kabuto,5,0
kabuto,6,0
kabuto,7,0
kabuto,8,0
kabutops,1,0
kabutops,2,0
kabutops,3,0
kabutops,4,0
kabutops,5,0
kabutops,6,0
kabutops,7,0
kabutops,8,0
aerodactyl,1,0
aerodactyl,2,0
aerodactyl,3,0
aerodactyl,4,0
aerodactyl,5,0
aerodactyl,6,0
aerodactyl,7,0
aerodactyl,8,0
snorlax,1,0
snorlax,2,0
snorlax,3,0
snorlax,4,0
snorlax,5,0
snorlax,6,0
snorlax,7,0
snorlax,8,0
articuno,1,0
articuno,2,0
articuno,3,0
articuno,4,0
articuno,5,0
articuno,6,0
articuno,7,0
articuno,8,0
zapdos,1,0
zapdos,2,0
zapdos,3,0
zapdos,4,0
zapdos,5,0
zapdos,6,0
zapdos,7,0
zapdos,8,0
moltres,1,0
moltres,2,0
moltres,3,0
moltres,4,0
moltres,5,0
moltres,6,0
moltres,7,0
moltres,8,0
dratini,1,0
dratini,2,0
dratini,3,0
dratini,4,0
dratini,5,0
dratini,6,0
dratini,7,0
dratini,8,0
dragonair,1,0
dragonair,2,0
dragonair,3,0
dragonair,4,0
dragonair,5,0
dragonair,6,0
dragonair,7,0
dragonair,8,0
dragonite,1,0
dragonite,2,0
dragonite,3,0
dragonite,4,0
dragonite,5,0
dragonite,6,0
dragonite,7,0
dragonite,8,0
mewtwo,1,0
mewtwo,2,0
mewtwo,3,0
mewtwo,4,0
mewtwo,5,0
mewtwo,6,0
mewtwo,7,0
mewtwo,8,0
mew,1,0
mew,2,0
mew,3,0
mew,4,0
mew,5,0
mew,6,0
mew,7,0
mew,8,0
chikorita,2,0
chikorita,3,0
chikorita,4,0
chikorita,5,0
chikorita,6,0
chikorita,7,0
bayleef,2,0
bayleef,3,0
bayleef,4,0
bayleef,5,0
bayleef,6,0
bayleef,7,0
meganium,2,0
meganium,3,0
meganium,4,0
meganium,5,0
meganium,6,0
meganium,7,0
cyndaquil,2,0
cyndaquil,3,0
cyndaquil,4,0
cyndaquil,5,0
cyndaquil,6,0
cyndaquil,7,0
quilava,2,0
quilava,3,0
quilava,4,0
quilava,5,0
quilava,6,0
quilava,7,0
typhlosion,2,0
typhlosion,3,0
typhlosion,4,0
typhlosion,5,0
typhlosion,6,0
typhlosion,7,0
totodile,2,0
totodile,3,0
totodile,4,0
totodile,5,0
totodile,6,0
totodile,7,0
croconaw,2,0
croconaw,3,0
croconaw,4,0
croconaw,5,0
croconaw,6,0
croconaw,7,0
feraligatr,2,0
feraligatr,3,0
feraligatr,4,0
feraligatr,5,0
feraligatr,6,0
feraligatr,7,0
sentret,2,0
sentret,3,0
sentret,4,0
sentret,5,0
sentret,6,0
sentret,7,0
furret,2,0
furret,3,0
furret,4,0
furret,5,0
furret,6,0
furret,7,0
hoothoot,2,0
hoothoot,3,0
hoothoot,4,0
hoothoot,5,0
hoothoot,6,0
hoothoot,7,0
hoothoot,8,0
noctowl,2,0
noctowl,3,0
noctowl,4,0
noctowl,5,0
noctowl,6,0
noctowl,7,0
noctowl,8,0
ledyba,2,0
ledyba,3,0
ledyba,4,0
ledyba,5,0
ledyba,6,0
ledyba,7,0
ledian,2,0
ledian,3,0
ledian,4,0
ledian,5,0
ledian,6,0
ledian,7,0
spinarak,2,0
spinarak,3,0
spinarak,4,0
spinarak,5,0
spinarak,6,0
spinarak,7,0
ariados,2,0
ariados,3,0
ariados,4,0
ariados,5,0
ariados,6,0
ariados,7,0
crobat,2,0
crobat,3,0
crobat,4,0
crobat,5,0
crobat,6,0
crobat,7,0
crobat,8,0
chinchou,2,0
chinchou,3,0
chinchou,4,0
chinchou,5,0
chinchou,6,0
chinchou,7,0
chinchou,8,0
lanturn,2,0
lanturn,3,0
lanturn,4,0
lanturn,5,0
lanturn,6,0
lanturn,7,0
lanturn,8,0
pichu,2,0
pichu,3,0
pichu,4,0
pichu,5,0
pichu,6,0
pichu,7,0
pichu,8,0
cleffa,2,0
cleffa,3,0
cleffa,4,0
cleffa,5,0
cleffa,6,0
cleffa,7,0
cleffa,8,0
igglybuff,2,0
igglybuff,3,0
igglybuff,4,0
igglybuff,5,0
igglybuff,6,0
igglybuff,7,0
igglybuff,8,0
togepi,2,0
togepi,3,0
togepi,4,0
togepi,5,0
togepi,6,0
togepi,7,0
togepi,8,0
togetic,2,0
togetic,3,0
togetic,4,0
togetic,5,0
togetic,6,0
togetic,7,0
togetic,8,0
natu,2,0
natu,3,0
natu,4,0
natu,5,0
natu,6,0
natu,7,0
natu,8,0
xatu,2,0
xatu,3,0
xatu,4,0
xatu,5,0
xatu,6,0
xatu,7,0
xatu,8,0
mareep,2,0
mareep,3,0
mareep,4,0
mareep,5,0
mareep,6,0
mareep,7,0
flaaffy,2,0
flaaffy,3,0
flaaffy,4,0
flaaffy,5,0
flaaffy,6,0
flaaffy,7,0
ampharos,2,0
ampharos,3,0
ampharos,4,0
ampharos,5,0
ampharos,6,0
ampharos,7,0
bellossom,2,0
bellossom,3,0
bellossom,4,0
bellossom,5,0
bellossom,6,0
bellossom,7,0
bellossom,8,0
marill,2,0
marill,3,0
marill,4,0
marill,5,0
marill,6,0
marill,7,0
marill,8,0
azumarill,2,0
azumarill,3,0
azumarill,4,0
azumarill,5,0
azumarill,6,0
azumarill,7,0
azumarill,8,0
sudowoodo,2,0
sudowoodo,3,0
sudowoodo,4,0
sudowoodo,5,0
sudowoodo,6,0
sudowoodo,7,0
sudowoodo,8,0
politoed,2,0
politoed,3,0
politoed,4,0
politoed,5,0
politoed,6,0
politoed,7,0
politoed,8,0
hoppip,2,0
hoppip,3,0
hoppip,4,0
hoppip,5,0
hoppip,6,0
hoppip,7,0
skiploom,2,0
skiploom,3,0
skiploom,4,0
skiploom,5,0
skiploom,6,0
skiploom,7,0
jumpluff,2,0
jumpluff,3,0
jumpluff,4,0
jumpluff,5,0
jumpluff,6,0
jumpluff,7,0
aipom,2,0
aipom,3,0
aipom,4,0
aipom,5,0
aipom,6,0
aipom,7,0
sunkern,2,0
sunkern,3,0
sunkern,4,0
sunkern,5,0
sunkern,6,0
sunkern,7,0
sunflora,2,0
sunflora,3,0
sunflora,4,0
sunflora,5,0
sunflora,6,0
sunflora,7,0
yanma,2,0
yanma,3,0
yanma,4,0
yanma,5,0
yanma,6,0
yanma,7,0
wooper,2,0
wooper,3,0
wooper,4,0
wooper,5,0
wooper,6,0
wooper,7,0
wooper,8,0
quagsire,2,0
quagsire,3,0
quagsire,4,0
quagsire,5,0
quagsire,6,0
quagsire,7,0
quagsire,8,0
espeon,2,0
espeon,3,0
espeon,4,0
espeon,5,0
espeon,6,0
espeon,7,0
espeon,8,0
umbreon,2,0
umbreon,3,0
umbreon,4,0
umbreon,5,0
umbreon,6,0
umbreon,7,0
umbreon,8,0
murkrow,2,0
murkrow,3,0
murkrow,4,0
murkrow,5,0
murkrow,6,0
murkrow,7,0
slowking,2,0
slowking,3,0
slowking,4,0
slowking,5,0
slowking,6,0
slowking,7,0
slowking,8,0
misdreavus,2,0
misdreavus,3,0
misdreavus,4,0
misdreavus,5,0
misdreavus,6,0
misdreavus,7,0
unown-a,2,0
unown-a,3,0
unown-a,4,0
unown-a,5,0
unown-a,6,0
unown-a,7,0
wobbuffet,2,0
wobbuffet,3,0
wobbuffet,4,0
wobbuffet,5,0
wobbuffet,6,0
wobbuffet,7,0
wobbuffet,8,0
girafarig,2,0
girafarig,3,0
girafarig,4,0
girafarig,5,0
girafarig,6,0
girafarig,7,0
pineco,2,0
pineco,3,0
pineco,4,0
pineco,5,0
pineco,6,0
pineco,7,0
forretress,2,0
forretress,3,0
forretress,4,0
forretress,5,0
forretress,6,0
forretress,7,0
dunsparce,2,0
dunsparce,3,0
dunsparce,4,0
dunsparce,5,0
dunsparce,6,0
dunsparce,7,0
dunsparce,8,0
gligar,2,0
gligar,3,0
gligar,4,0
gligar,5,0
gligar,6,0
gligar,7,0
steelix,2,0
steelix,3,0
steelix,4,0
steelix,5,0
steelix,6,0
steelix,7,0
steelix,8,0
snubbull,2,0
snubbull,3,0
snubbull,4,0
snubbull,5,0
snubbull,6,0
snubbull,7,0
granbull,2,0
granbull,3,0
granbull,4,0
granbull,5,0
granbull,6,0
granbull,7,0
qwilfish,2,0
qwilfish,3,0
qwilfish,4,0
qwilfish,5,0
qwilfish,6,0
qwilfish,7,0
qwilfish,8,0
scizor,2,0
scizor,3,0
scizor,4,0
scizor,5,0
scizor,6,0
scizor,7,0
scizor,8,0
shuckle,2,0
shuckle,3,0
shuckle,4,0
shuckle,5,0
shuckle,6,0
shuckle,7,0
shuckle,8,0
heracross,2,0
heracross,3,0
heracross,4,0
heracross,5,0
heracross,6,0
heracross,7,0
heracross,8,0
sneasel,2,0
sneasel,3,0
sneasel,4,0
sneasel,5,0
sneasel,6,0
sneasel,7,0
sneasel,8,0
teddiursa,2,0
teddiursa,3,0
teddiursa,4,0
teddiursa,5,0
teddiursa,6,0
teddiursa,7,0
ursaring,2,0
