item,version_group,version,type,subtype,location_area_pokedb,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,currency,required_badge,unlock_condition,notes,source
abomasite,x-y,,npc-defeat,,frost-cavern,Frost Cavern (from Abomasnow after defeating Team Flare),0,0,1,,,,,,,,bulbapedia
abomasite,omega-ruby-alpha-sapphire,,overworld,visible,hoenn-route-123,Route 123,0,0,1,,,,,,after defeating or capturing Groudon (OR)/Kyogre (AS),,bulbapedia
abomasite,sun-moon,,event,,,Event,0,0,1,,,,,,,,bulbapedia
abomasite,sun-moon,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
abomasite,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
absolite,x-y,,npc-defeat,,kiloude-city,Kiloude City (from Calem/Serena after defeating them),0,0,1,,,,,,,,bulbapedia
absolite,omega-ruby-alpha-sapphire,,overworld,visible,,Hoenn,0,0,1,,,,,,requires Acro Bike,,bulbapedia
absolite,sun-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
absolite,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
absorb-bulb,black-white,,exchange,,battle-subway,Battle Subway (32 BP),1,0,1,,,,,,,,bulbapedia
absorb-bulb,black-2-white-2,,exchange,,battle-subway,Battle Subway/PWT (16 BP),1,0,1,,,,,,,,bulbapedia
absorb-bulb,black-2-white-2,,wild-pokemon,held,,"Held by Roselia (1% chance, dark grass only)",1,0,0,,1,,,,,,bulbapedia
absorb-bulb,x-y,,exchange,,battle-maison,Battle Maison (32 BP),1,0,1,,,,,,,,bulbapedia
absorb-bulb,omega-ruby-alpha-sapphire,,exchange,,battle-maison,Battle Maison (32 BP),1,0,1,,,,,,,,bulbapedia
absorb-bulb,omega-ruby-alpha-sapphire,,wild-pokemon,held,,Held by Oddish and Gloom (5% chance each),1,0,0,,5,,,,,,bulbapedia
absorb-bulb,sun-moon,,overworld,,,Ambush encounters (Cottonee (SUS)/Petilil (MUM) in Poni Plains),1,0,1,,,,,,,,bulbapedia
absorb-bulb,ultra-sun-ultra-moon,,overworld,,,Ambush encounters (Cottonee (SUS)/Petilil (MUM) in Poni Plains),1,0,1,,,,,,,,bulbapedia
absorb-bulb,sun-moon,,wild-pokemon,held,,Held by Cottonee and Petilil (5% chance each),1,0,0,,5,,,,,,bulbapedia
absorb-bulb,ultra-sun-ultra-moon,,wild-pokemon,held,,Held by Cottonee and Petilil (5% chance each),1,0,0,,5,,,,,,bulbapedia
absorb-bulb,sword-shield,,overworld,visible,,Route 5,0,0,1,,,,,,,,bulbapedia
absorb-bulb,sword-shield,,exchange,,,Battle Tower (10 BP),1,0,1,,,,,,,,bulbapedia
absorb-bulb,sword-shield,,wild-pokemon,held,,"Held by Oddish, Gloom, Vileplume, Bellossom, Cottonee, and Whimsicott (5% chance each)",1,0,0,,5,,,,,,bulbapedia
absorb-bulb,the-isle-of-armor,,crafting,cram-o-matic,,Cram-o-matic (Grass: 82-90 points),1,0,1,,,,,,,,bulbapedia
absorb-bulb,the-crown-tundra,,overworld,recurring,,"Hidden recurring item (Giant's Bed, Giant's Foot, Ballimere Lake)",1,1,1,,,,,,,,bulbapedia
absorb-bulb,scarlet-violet,,overworld,,,"Delibird Presents (Cascarrafa Branch, after earning 4 Gym Badges)",1,0,1,,,,,,,,bulbapedia
absorb-bulb,scarlet-violet,,overworld,sparkling,,Sparkling overworld item (Tagtree Thicket),1,0,1,,,,,,,,bulbapedia
academy-ball,scarlet-violet,scarlet,story,,mesagoza,,0,0,1,,,,,,Automatically obtained after beginning the Treasure Hunt,,pokedb
academy-ball,scarlet-violet,violet,story,,mesagoza,,0,0,1,,,,,,Automatically obtained after beginning the Treasure Hunt,,pokedb
academy-bottle,scarlet-violet,scarlet,story,,mesagoza,Automatically obtained after beginning the Treasure Hunt,0,0,1,,,,,,After beginning the Treasure Hunt,,pokedb
academy-bottle,scarlet-violet,violet,story,,mesagoza,Automatically obtained after beginning the Treasure Hunt,0,0,1,,,,,,After beginning the Treasure Hunt,,pokedb
academy-chairs,scarlet-violet,scarlet,npc-gift,,revelers-road,From a picnicker,0,0,1,,,,,,If the player owns the Academy Tablecloth,,pokedb
academy-chairs,scarlet-violet,violet,npc-gift,,revelers-road,From a picnicker,0,0,1,,,,,,If the player owns the Academy Tablecloth,,pokedb
academy-cup,scarlet-violet,scarlet,story,,mesagoza,Automatically obtained after beginning the Treasure Hunt,0,0,1,,,,,,After beginning the Treasure Hunt,,pokedb
academy-cup,scarlet-violet,violet,story,,mesagoza,Automatically obtained after beginning the Treasure Hunt,0,0,1,,,,,,After beginning the Treasure Hunt,,pokedb
academy-tablecloth,scarlet-violet,scarlet,story,,mesagoza,Automatically obtained after beginning the Treasure Hunt,0,0,1,,,,,,After beginning the Treasure Hunt,,pokedb
academy-tablecloth,scarlet-violet,violet,story,,mesagoza,Automatically obtained after beginning the Treasure Hunt,0,0,1,,,,,,After beginning the Treasure Hunt,,pokedb
acro-bike,ruby-sapphire,,overworld,,rydels-cycles,"Rydel's Cycles (choice between this and the Mach Bike, can switch at any time by returning the other bike)",0,0,1,,,,,,,,bulbapedia
acro-bike,emerald,,overworld,,rydels-cycles,"Rydel's Cycles (choice between this and the Mach Bike, can switch at any time by returning the other bike)",0,0,1,,,,,,,,bulbapedia
acro-bike,omega-ruby-alpha-sapphire,,overworld,,rydels-cycles,"Rydel's Cycles (choice between this and the Mach Bike, can switch at any time by returning the other bike; both can be obtained after speaking to a Hex Maniac in Route 111's desert, a Bird Keeper on Route 119, and a Triathlete at the Battle Resort)",0,0,1,,,,,,,,bulbapedia
adamant-crystal,scarlet-violet,scarlet,auction,,porto-marinada,Porto Marinada auction,1,0,0,,,,,,If the player owns a Dialga,,pokedb
adamant-crystal,scarlet-violet,violet,auction,,porto-marinada,Porto Marinada auction,1,0,0,,,,,,If the player owns a Dialga,,pokedb
adamant-mint,sword-shield,shield,exchange,,,Battle Tower,1,0,1,,,50,battle-point,,,,pokedb
adamant-mint,sword-shield,sword,exchange,,,Battle Tower,1,0,1,,,50,battle-point,,,,pokedb
adamant-orb,diamond-pearl,diamond,overworld,visible,spear-pillar,Spear Pillar,0,0,1,,,,,,,,bulbapedia
adamant-orb,diamond-pearl,pearl,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
adamant-orb,platinum,platinum,overworld,visible,mount-coronet,Mt. Coronet,0,0,1,,,,,,,,bulbapedia
adamant-orb,heartgold-soulsilver,,wild-pokemon,held,sinjoh-ruins,Sinjoh Ruins (held by Dialga),0,0,1,,,,,,,,bulbapedia
adamant-orb,black-white,,overworld,visible,marvelous-bridge,Marvelous Bridge (given by the Shadow Triad),0,0,1,,,,,,,,bulbapedia
adamant-orb,black-2-white-2,,overworld,visible,dragonspiral-tower,Dragonspiral Tower,0,0,1,,,,,,,,bulbapedia
adamant-orb,x-y,,overworld,visible,terminus-cave,Terminus Cave,0,0,1,,,,,,,,bulbapedia
adamant-orb,omega-ruby-alpha-sapphire,,overworld,visible,hoenn-route-128,Route 128 (underwater),0,0,1,,,,,,,,bulbapedia
adamant-orb,sun-moon,,overworld,visible,hauoli-city,Hau'oli City Mall (Antiquities of the Ages),0,0,1,,,,,,,,bulbapedia
adamant-orb,ultra-sun-ultra-moon,,overworld,visible,hauoli-city,Hau'oli City Mall (Antiquities of the Ages),0,0,1,,,,,,,,bulbapedia
adamant-orb,sword-shield,,npc-gift,,stow-on-side,"Stow-on-Side (from the bargain shop keeper, if the player owns a Dialga)",0,0,1,,,,,,,,bulbapedia
adamant-orb,brilliant-diamond-shining-pearl,brilliant-diamond,overworld,visible,spear-pillar,Spear Pillar,0,0,1,,,,,,,,bulbapedia
adamant-orb,brilliant-diamond-shining-pearl,shining-pearl,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
adamant-orb,scarlet-violet,,auction,,,Porto Marinada auction,0,0,1,,,,,,if the player owns a Dialga,,bulbapedia
adrenaline-orb,sun-moon,,overworld,visible,,"Routes 4, 8, and 13, Paniola Ranch (USUM), Memorial Hill, Ula'ula Meadow, Ancient Poni Path, Resolution Cave",0,0,1,,,,,,,,bulbapedia
adrenaline-orb,ultra-sun-ultra-moon,,overworld,visible,,"Routes 4, 8, and 13, Paniola Ranch (USUM), Memorial Hill, Ula'ula Meadow, Ancient Poni Path, Resolution Cave",0,0,1,,,,,,,,bulbapedia
adrenaline-orb,sun-moon,,shop,poke-mart,,All Poké Marts,1,0,1,,,,,,after completing three trials,,bulbapedia
adrenaline-orb,ultra-sun-ultra-moon,,shop,poke-mart,,All Poké Marts,1,0,1,,,,,,after completing three trials,,bulbapedia
adrenaline-orb,sword-shield,,exchange,,,Battle Tower (10 BP),1,0,1,,,,,,,,bulbapedia
adrenaline-orb,the-isle-of-armor,,crafting,cram-o-matic,,Cram-o-matic (Ghost: 22-30 points),1,0,1,,,,,,,,bulbapedia
adrenaline-orb,the-crown-tundra,,overworld,recurring,,Hidden recurring item (Tunnel to the Top),1,1,1,,,,,,,,bulbapedia
adrenaline-orb,scarlet-violet,,overworld,,,"Delibird Presents (Levincia Branch, after earning 4 Gym Badges)",1,0,1,,,,,,,,bulbapedia
adventure-rules,x-y,,npc-gift,,,Route 3 (from Calem/Serena upon arrival),0,0,1,,,,,,,,bulbapedia
adventure-rules,sword-shield,,overworld,,postwick,Postwick (in the player's Bag when obtained),0,0,1,,,,,,,,bulbapedia
adventure-rules,scarlet-violet,,overworld,,cabo-poco,Cabo Poco (in the player's Bag when obtained),0,0,1,,,,,,,,bulbapedia
aerodactylite,x-y,,overworld,visible,ambrette-town,Ambrette Town Fossil Lab,0,0,1,,,,,,after finding the scientist in Glittering Cave,,bulbapedia
aerodactylite,omega-ruby-alpha-sapphire,,overworld,visible,meteor-falls,Meteor Falls,0,0,1,,,,,,,,bulbapedia
aerodactylite,sun-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
aerodactylite,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
aerodactylite,lets-go-pikachu-lets-go-eevee,,overworld,visible,indigo-plateau,Indigo Plateau,0,0,1,,,,,,,,bulbapedia
aggronite,x-y,x,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
aggronite,x-y,y,overworld,visible,cyllage-gym,Cyllage Gym,0,0,1,,,,,,requires an upgraded Mega Ring,,bulbapedia
aggronite,omega-ruby-alpha-sapphire,,overworld,visible,rusturf-tunnel,Rusturf Tunnel,0,0,1,,,,,,,,bulbapedia
aggronite,sun-moon,,event,,,Event,0,0,1,,,,,,,,bulbapedia
aggronite,sun-moon,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
aggronite,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,black-white,,exchange,,battle-subway,Battle Subway (48 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,black-2-white-2,,overworld,visible,driftveil-city,Driftveil City,0,0,1,,,,,,,,bulbapedia
air-balloon,black-2-white-2,,exchange,,battle-subway,Battle Subway/PWT (12 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,black-2-white-2,,wild-pokemon,held,,"Held by Drifblim (1% chance, dark grass only)",1,0,0,,1,,,,,,bulbapedia
air-balloon,black-white,,dream,,,Dream Park,1,0,1,,,,,,,,bulbapedia
air-balloon,black-2-white-2,,dream,,,Dream Park,1,0,1,,,,,,,,bulbapedia
air-balloon,x-y,,exchange,,battle-maison,Battle Maison (48 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,omega-ruby-alpha-sapphire,,exchange,,battle-maison,Battle Maison (48 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,sun-moon,,overworld,visible,malie-garden,Malie Garden (D),0,0,1,,,,,,,,bulbapedia
air-balloon,ultra-sun-ultra-moon,,overworld,visible,malie-garden,Malie Garden (D),0,0,1,,,,,,,,bulbapedia
air-balloon,sun-moon,,exchange,,battle-tree,Battle Tree (32 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (32 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,sword-shield,,overworld,visible,wyndon,Wyndon,0,0,1,,,,,,,,bulbapedia
air-balloon,sword-shield,,exchange,,,Battle Tower (15 BP),1,0,1,,,,,,,,bulbapedia
air-balloon,the-isle-of-armor,,crafting,cram-o-matic,,"Cram-o-matic (Flying: 52-60 points, 82-90 points)",1,0,1,,,,,,,,bulbapedia
air-balloon,scarlet-violet,,overworld,,,"Delibird Presents (Cascarrafa Branch, after earning 4 Gym Badges)",1,0,1,,,,,,,,bulbapedia
air-balloon,the-teal-mask,,contest,,,Ogre Oustin',0,0,1,,,,,,after completing Easy difficulty for the first time,,bulbapedia
air-balloon,the-indigo-disk,,item-printer,item-printer,,Item Printer,1,0,1,,,,,,,,bulbapedia
air-mail,diamond-pearl,,shop,poke-mart,jubilife-city,"Jubilife City, Eterna City, Solaceon Town, Pastoria City, Celestic Town and Canalave City Poké Marts",1,0,1,,,,,,,,bulbapedia
air-mail,platinum,,shop,poke-mart,jubilife-city,"Jubilife City, Eterna City, Solaceon Town, Pastoria City, Celestic Town and Canalave City Poké Marts",1,0,1,,,,,,,,bulbapedia
air-mail,heartgold-soulsilver,,npc-gift,,,Mail from Lyra/Ethan on the 's PC,0,0,1,,,,,,,,bulbapedia
air-mail,heartgold-soulsilver,,npc-defeat,,cherrygrove-city,"Cherrygrove City, Ecruteak City, Blackthorn City, Cerulean City, Saffron City, and Vermilion City Poké Marts; Celadon Department Store; Just a Souvenir Shop (after defeating Team Rocket); Safari Zone Gate",1,0,1,,,,,,,,bulbapedia
alakazite,x-y,,overworld,visible,reflection-cave,"Reflection Cave (B2F, requires an upgraded Mega Ring)",0,0,1,,,,,,,,bulbapedia
alakazite,omega-ruby-alpha-sapphire,,shop,,slateport-city,Slateport City (Slateport Market),0,0,1,,,,,,,,bulbapedia
alakazite,sun-moon,,npc-gift,,ancient-poni-path,Ancient Poni Path (SM)/Poni Plains (USUM) (from Dexio after becoming Champion),0,0,1,,,,,,,,bulbapedia
alakazite,ultra-sun-ultra-moon,,npc-gift,,ancient-poni-path,Ancient Poni Path (SM)/Poni Plains (USUM) (from Dexio after becoming Champion),0,0,1,,,,,,,,bulbapedia
alakazite,sun-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
alakazite,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
alakazite,lets-go-pikachu-lets-go-eevee,,overworld,visible,indigo-plateau,Indigo Plateau,0,0,1,,,,,,,,bulbapedia
aloraichium-z--held,sun-moon,,npc-gift,,seafolk-village,Seafolk Village (from a lady in the Steelix Boat for showing her an Alolan Raichu),0,0,1,,,,,,,,bulbapedia
aloraichium-z--held,ultra-sun-ultra-moon,,npc-gift,,seafolk-village,Seafolk Village (from a lady in the Steelix Boat for showing her an Alolan Raichu),0,0,1,,,,,,,,bulbapedia
altarianite,omega-ruby-alpha-sapphire,,overworld,visible,lilycove-city,Lilycove City,0,0,1,,,,,,requires Altaria in party,,bulbapedia
altarianite,sun-moon,,event,,,Event,0,0,1,,,,,,,,bulbapedia
altarianite,sun-moon,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
altarianite,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
amaze-mulch,x-y,,overworld,,,Berry fields composter (using one Maranga Berry or Kee Berry and two other Berries),1,0,1,,,,,,,,bulbapedia
amaze-mulch,omega-ruby-alpha-sapphire,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
ampharosite,x-y,,npc-gift,,azure-bay,Azure Bay (from an old man),0,0,1,,,,,,,,bulbapedia
ampharosite,omega-ruby-alpha-sapphire,,overworld,visible,new-mauville,New Mauville,0,0,1,,,,,,,,bulbapedia
ampharosite,sun-moon,,event,,,Event,0,0,1,,,,,,,,bulbapedia
ampharosite,sun-moon,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
ampharosite,ultra-sun-ultra-moon,,exchange,,battle-tree,Battle Tree (64 BP),1,0,1,,,,,,,,bulbapedia
amulet-coin,gold-silver,,shop,department-store,goldenrod-department-store,Goldenrod Department Store Basement,0,0,1,,,,,,,,bulbapedia
amulet-coin,crystal,,shop,department-store,goldenrod-department-store,Goldenrod Department Store Basement,0,0,1,,,,,,,,bulbapedia
amulet-coin,ruby-sapphire,,npc-gift,,littleroot-town,Littleroot Town (from Mom after earning the Balance),0,0,1,,,,,,,,bulbapedia
amulet-coin,emerald,,npc-gift,,littleroot-town,Littleroot Town (from Mom after earning the Balance),0,0,1,,,,,,,,bulbapedia
amulet-coin,firered-leafgreen,,npc-gift,,,Route 16 gate 2F (from Oak's aide after obtaining 40 Pokémon),0,0,1,,,,,,,,bulbapedia
amulet-coin,diamond-pearl,,walking-pokemon,visible,amity-square,Amity Square,0,0,1,,,,,,,,bulbapedia
amulet-coin,platinum,,walking-pokemon,visible,amity-square,Amity Square,0,0,1,,,,,,,,bulbapedia
amulet-coin,heartgold-soulsilver,,shop,department-store,goldenrod-department-store,Goldenrod Department Store Basement,0,0,1,,,,,,,,bulbapedia
amulet-coin,black-white,,npc-defeat,,castelia-city,Castelia City (from the Dancers after defeating all three of them),0,0,1,,,,,,,,bulbapedia
amulet-coin,black-2-white-2,,overworld,visible,castelia-city,Castelia City,0,0,1,,,,,,,,bulbapedia
amulet-coin,x-y,,overworld,visible,parfum-palace,Parfum Palace 2F,0,0,1,,,,,,,,bulbapedia
amulet-coin,omega-ruby-alpha-sapphire,,npc-gift,,littleroot-town,Littleroot Town (from Mom after earning the Balance),0,0,1,,,,,,,,bulbapedia
amulet-coin,sun-moon,,overworld,visible,paniola-ranch,Paniola Ranch,0,0,1,,,,,,,,bulbapedia
amulet-coin,ultra-sun-ultra-moon,,overworld,visible,paniola-ranch,Paniola Ranch,0,0,1,,,,,,,,bulbapedia
amulet-coin,sword-shield,,overworld,visible,motostoke-outskirts,Motostoke Outskirts,0,0,1,,,,,,,,bulbapedia
amulet-coin,the-isle-of-armor,,crafting,cram-o-matic,,Cram-o-matic (Steel: 102-110 points),1,0,1,,,,,,,,bulbapedia
amulet-coin,brilliant-diamond-shining-pearl,,walking-pokemon,visible,amity-square,Amity Square,0,0,1,,,,,,,,bulbapedia
amulet-coin,scarlet-violet,,npc-defeat,,medali,Medali (from a Pokémon League representative after defeating 5 Trainers in West Province (Area Three)),0,0,1,,,,,,,,bulbapedia
amulet-coin,the-indigo-disk,,item-printer,item-printer,,Item Printer,1,0,1,,,,,,,,bulbapedia
apicot-berry,ruby-sapphire,,event,,,Event,0,0,1,,,,,,,,bulbapedia
apicot-berry,emerald,,event,,,Event,0,0,1,,,,,,,,bulbapedia
apicot-berry,firered-leafgreen,,event,,,Event,0,0,1,,,,,,,,bulbapedia
apicot-berry,diamond-pearl,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
apicot-berry,platinum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
apicot-berry,heartgold-soulsilver,,pokewalker,,,Transfer from Pokéwalker,1,0,1,,,,,,,,bulbapedia
apicot-berry,heartgold-soulsilver,,pokewalker,,,Volcano Path (8000+ steps),1,0,1,,,,,,,,bulbapedia
apicot-berry,black-white,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
apicot-berry,black-2-white-2,,shop,,join-avenue,Join Avenue (Flower Shop),1,0,1,,,,,,,,bulbapedia
apicot-berry,x-y,,overworld,,,Mutation of Kelpsy and Wacan,1,0,1,,,,,,,,bulbapedia
apicot-berry,omega-ruby-alpha-sapphire,,overworld,,,Super-Secret Base (Gather Berries skill),1,0,1,,,,,,,,bulbapedia
apicot-berry,sun-moon,,harvest,,,Berry piles (Secluded Shore (SM)/Ula'ula Beach (USUM)),1,0,1,,,,,,,,bulbapedia
apicot-berry,ultra-sun-ultra-moon,,harvest,,,Berry piles (Secluded Shore (SM)/Ula'ula Beach (USUM)),1,0,1,,,,,,,,bulbapedia
apicot-berry,sword-shield,,berry-tree,,,"Berry trees (Route 9, Dappled Grove, Giant's Cap, Lake of Outrage)",1,0,1,,,,,,,,bulbapedia
apicot-berry,the-isle-of-armor,,berry-tree,,,Berry trees (Soothing Wetlands),1,0,1,,,,,,,,bulbapedia
apicot-berry,the-crown-tundra,,berry-tree,,,Berry trees (Giant's Bed),1,0,1,,,,,,,,bulbapedia
apicot-berry,brilliant-diamond-shining-pearl,,overworld,visible,ramanas-park,Ramanas Park (Soul Room),0,0,1,,,,,,,,bulbapedia
apicot-berry,brilliant-diamond-shining-pearl,,overworld,,,"Picked up by walking Pokémon (Lonely, Docile, Timid, Quiet, Bashful, Calm, Gentle, Careful Natures)",1,0,1,,,,,,,,bulbapedia
apicot-berry,scarlet-violet,,contest,,,Alfornada (Emotional Spectrum Practice),1,0,1,,,,,,,,bulbapedia
apicot-berry,scarlet-violet,,overworld,sparkling,,Sparkling overworld item (Area Zero),1,0,1,,,,,,,,bulbapedia
apicot-berry,the-teal-mask,,overworld,sparkling,,"Sparkling overworld item (Kitakami Wilds, Timeless Woods)",1,0,1,,,,,,,,bulbapedia
apple,scarlet-violet,scarlet,shop,vendor,,Peachy's,1,0,1,,,,,,The Teal Mask,,pokedb
apple,scarlet-violet,scarlet,shop,vendor,,Sure Cans,1,0,1,,,,,,,,pokedb
apple,scarlet-violet,scarlet,vending-machine,,terarium,Vending machines,1,0,1,,,,,,The Indigo Disk,,pokedb
apple,scarlet-violet,scarlet,story,,south-province-area-two,Olive Roll reward,0,0,1,,,,,,,,pokedb
apple,scarlet-violet,violet,vending-machine,,terarium,Vending machines,1,0,1,,,,,,The Indigo Disk,,pokedb
apple,scarlet-violet,violet,story,,south-province-area-two,Olive Roll reward,0,0,1,,,,,,,,pokedb
apple,scarlet-violet,violet,shop,vendor,,Sure Cans,1,0,1,,,,,,,,pokedb
apple,scarlet-violet,violet,shop,vendor,,Peachy's,1,0,1,,,,,,The Teal Mask,,pokedb
apricorn-box,heartgold-soulsilver,,npc-gift,,,Route 30 (from the man inside the southernmost house),0,0,1,,,,,,,,bulbapedia
aqua-suit,omega-ruby-alpha-sapphire,alpha-sapphire,npc-gift,,sootopolis-city,Sootopolis City (from Archie after Kyogre has been awoken),0,0,1,,,,,,,,bulbapedia
armor-fossil,diamond-pearl,,mining,,underground,Underground (P),1,0,1,,,,,,,,bulbapedia
armor-fossil,platinum,platinum,mining,,underground,Underground,1,0,1,,,,,,if the last digit on the player's Trainer ID is an even number,,bulbapedia
armor-fossil,heartgold-soulsilver,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
armor-fossil,black-white,,overworld,,twist-mountain,Twist Mountain,1,0,1,,,,,,after obtaining the National Pokédex,,bulbapedia
armor-fossil,black-2-white-2,,overworld,,twist-mountain,Twist Mountain,1,0,1,,,,,,,,bulbapedia
armor-fossil,black-2-white-2,,shop,,join-avenue,Join Avenue (Antique Shop),1,0,1,,,,,,,,bulbapedia
armor-fossil,black-2-white-2,,quest,,,Funfest Mission (What is the Real Price?) (W2),1,0,1,,,,,,,,bulbapedia
armor-fossil,x-y,,field-move,rock-smash,,"Rock Smash (Glittering Cave, after entering the Hall of Fame)",1,0,1,,,,,,,,bulbapedia
armor-fossil,omega-ruby-alpha-sapphire,,field-move,rock-smash,,Rock Smash (Mirage spots) (OR),1,0,1,,,,,,,,bulbapedia
armor-fossil,sun-moon,,shop,,konikoni-city,Konikoni City (Olivia's jewelry shop) (M) (UM),0,0,1,,,,,,,,bulbapedia
armor-fossil,ultra-sun-ultra-moon,,shop,,konikoni-city,Konikoni City (Olivia's jewelry shop) (M) (UM),0,0,1,,,,,,,,bulbapedia
armor-fossil,sun-moon,,overworld,,,"Poké Pelago (Isle Aphun: Rare-Treasure Hunting, Interesting-Item Hunting) (USUM)",1,0,1,,,,,,,,bulbapedia
armor-fossil,ultra-sun-ultra-moon,,overworld,,,"Poké Pelago (Isle Aphun: Rare-Treasure Hunting, Interesting-Item Hunting) (USUM)",1,0,1,,,,,,,,bulbapedia
armor-fossil,brilliant-diamond-shining-pearl,,mining,,,Grand Underground (SP),1,0,1,,,,,,,,bulbapedia
armor-pass,sword-shield,shield,starting-item,bag,,,0,0,1,,,,,,After purchasing the Expansion Pass and updating to at least version 1.2.0,,pokedb
