species,form,version_group,version,language,flavor_text
323,,legends-za,legends-za,en,The volcanoes on its back have a major eruption every 10 years—or whenever it becomes really angry.
323,camerupt-mega,legends-za,legends-za,en,"When this Pokémon's rage reaches a boiling point, the huge volcano in the hump on its back erupts violently, spewing molten lava."
951,,legends-za,legends-za,en,"Capsakid is prone to intense mood swings, perhaps influenced by the spicy chemicals inside it. It will bite anything it takes a disliking to."
703,,legends-za,legends-za,en,"Born from the high temperatures and pressures deep underground, it releases energy from the stone in its head."
318,,legends-za,legends-za,en,They live in massive rivers that course through jungles. Swarms of these Pokémon attack any prey that wanders into their territory.
937,,legends-za,legends-za,en,"It swears loyalty to its Trainer. Should anyone dare to show that Trainer hostility, Ceruledge will cut the offender down without a second thought."
609,,legends-za,legends-za,en,"Being consumed in Chandelure's flame burns up the spirit, leaving the body behind."
609,chandelure-mega,legends-za,legends-za,en,One of its eyes is a window linking our world with the afterlife. This Pokémon draws in hatred and converts it into power.
935,,legends-za,legends-za,en,This Pokémon is skilled at manipulating flames. Humans have prized it highly since ancient times.
6,,legends-za,legends-za,en,"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
6,charizard-mega-x,legends-za,legends-za,en,The overwhelming power that fills its entire body causes it to turn black and creates intense blue flames.
6,charizard-mega-y,legends-za,legends-za,en,Its bond with its Trainer is the source of its power. It boasts speed and maneuverability greater than that of a jet.
4,,legends-za,legends-za,en,"The flame on its tail indicates Charmander's life force. If it is healthy, the flame burns brightly."
5,,legends-za,legends-za,en,It lashes about with its tail to knock down its foe. It then tears up the fallen opponent with sharp claws.
652,,legends-za,legends-za,en,Its tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
652,chesnaught-mega,legends-za,legends-za,en,It has fortified armor and a will to defend at all costs. Both are absurdly strong.
650,,legends-za,legends-za,en,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
152,,legends-za,legends-za,en,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sun rays.
358,,legends-za,legends-za,en,Chimecho create air vibrations with their cries to send foes flying. They have seven different types of cries they use to converse with one another.
358,chimecho-mega,legends-za,legends-za,en,"It vibrates its entire body to attack in all directions using sound waves. Any who hear the vibrations get so confused, they forget who they are."
433,,legends-za,legends-za,en,It emits cries by agitating an orb at the back of its throat. It gently bounces along from place to place.
692,,legends-za,legends-za,en,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,,legends-za,legends-za,en,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots."
36,,legends-za,legends-za,en,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people."
36,clefable-mega,legends-za,legends-za,en,It flies by using the power of moonlight to control gravity within a radius of over 32 feet around it.
35,,legends-za,legends-za,en,The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.
173,,legends-za,legends-za,en,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen."
852,,legends-za,legends-za,en,The bulbous ends of its tentacles are perfect for pummeling but next to useless for gripping.
638,,legends-za,legends-za,en,It has a body and heart of steel. One glare from Cobalion can bring even the most ferocious of Pokémon to heel.
563,,legends-za,legends-za,en,Grave robbers sometimes mistake this Pokémon for a real coffin and get too close to it. They end up trapped within Cofagrigus's body.
256,,legends-za,legends-za,en,Its kicking mastery lets it unleash 10 kicks per second. It emits sharp cries to intimidate foes.
823,,legends-za,legends-za,en,"Its wings, now made of steel, are extremely tough. Even if it's attacked mid-flight, Corviknight flies on mightily through the sky, unbothered."
822,,legends-za,legends-za,en,Corvisquire are intelligent enough to use tools. They'll use their feet to pick up and fling pebbles or wrap their enemies in ropes.
740,,legends-za,legends-za,en,It punches things without pausing to think. There are even records of Crabominable forcing back an avalanche with a flurry of punches.
740,crabominable-mega,legends-za,legends-za,en,"It can pulverize reinforced concrete with a light swing of one of its fists, each of which is covered in a thick layer of ice."
739,,legends-za,legends-za,en,Its hard pincers are well-suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
169,,legends-za,legends-za,en,"If it bites you in the dark and sucks your blood, you won't notice immediately-its fangs are so sharp that you won't feel any pain."
159,,legends-za,legends-za,en,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth."
615,,legends-za,legends-za,en,Cryogonal use chains made of ice crystals to ensnare prey. They freeze their victims at -148 degrees Fahrenheit.
104,,legends-za,legends-za,en,"This Pokémon lost its mother just after its birth. It wears her skull, never revealing its true face."
967,,legends-za,legends-za,en,"Cyclizar keeps energy stored in the folds of its throat, allowing it to run nonstop over very long distances while carrying someone."
927,,legends-za,legends-za,en,"The appetizing scent of Dachsbun's body sends opponents' hunger into overdrive, wearing down their willpower and stamina."
491,,legends-za,legends-za,en,It can lull people into a deep sleep and make them dream. It is active on nights with a new moon.
491,darkrai-mega,legends-za,legends-za,en,"Its dark power blocks out the sun, plunging the surrounding area into darkness. There is no escaping its evil eye."
702,,legends-za,legends-za,en,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
225,,legends-za,legends-za,en,It carries food rolled up in its tail. It has a habit of sharing food with people lost in the mountains.
655,,legends-za,legends-za,en,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."
655,delphox-mega,legends-za,legends-za,en,It wields flaming branches to dazzle its opponents before incinerating them with a huge fireball.
719,,legends-za,legends-za,en,"Diancie is a spontaneous mutation of Carbink. Its pink, glimmering body is said to be the loveliest sight in the whole world."
719,diancie-mega,legends-za,legends-za,en,"This Pokémon is also known as the Royal Pink Princess. The dazzling, sparkling diamond on its forehead is a whopping 2,000 carats."
660,,legends-za,legends-za,en,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
977,,legends-za,legends-za,en,"Although it boasts fantastic strength and a huge body that stirs up great waves when it thrashes, Dondozo struggles at catching prey."
680,,legends-za,legends-za,en,"When Honedge evolves, it divides into two swords that cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
691,,legends-za,legends-za,en,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
691,dragalge-mega,legends-za,legends-za,en,It spits a liquid that causes the regenerative power of cells to run wild. The liquid is deadly poison to everything other than itself.
148,,legends-za,legends-za,en,Its crystalline orbs appear to give this Pokémon the power to freely control the weather.
149,,legends-za,legends-za,en,It is said to make its home somewhere in the sea. It guides wrecked ships to shore.
149,dragonite-mega,legends-za,legends-za,en,Mega Evolution has excessively powered up this Pokémon's feelings of kindness. It finishes off its opponents with mercy in its heart.
780,,legends-za,legends-za,en,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath."
780,drampa-mega,legends-za,legends-za,en,"Drampa's cells have been invigorated, allowing it to regain its youth. It manipulates the atmosphere to summon storms."
147,,legends-za,legends-za,en,This Pokémon is full of life energy. It continually sheds its skin and grows steadily larger.
529,,legends-za,legends-za,en,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
603,,legends-za,legends-za,en,It wraps itself around its prey and paralyzes them with electricity from the round spots on its sides. Then it chomps.
604,,legends-za,legends-za,en,"With their sucker mouths, they latch on to prey. Then they use their fangs to shock the prey with electricity."
604,eelektross-mega,legends-za,legends-za,en,"It now generates 10 times the electricity it did before Mega Evolving. It discharges this electricity from its false Eelektrik, which are made of mucus."
133,,legends-za,legends-za,en,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions."
23,,legends-za,legends-za,en,"As it matures, it grows longer. At night, it wraps its long body around tree branches to rest."
309,,legends-za,legends-za,en,It stores static electricity in its fur for discharging. This Pokémon's whole body gives off sparks if a storm approaches.
500,,legends-za,legends-za,en,It has mastered fast and powerful fighting moves. It grows a beard of fire.
500,emboar-mega,legends-za,legends-za,en,"Brandishing a blazing flame shaped like a serpentine spear, it rushes in to rescue its imperiled allies."
587,,legends-za,legends-za,en,The energy made in its cheeks' electric pouches is stored inside its patagial membranes and released while it is gliding.
196,,legends-za,legends-za,en,It uses the fine fur on its body to sense movement in the air and predict the weather...as well as its foes' thoughts.
677,,legends-za,legends-za,en,It keeps its intense psychic power from leaking out by using its ears to cover the organs emitting that power.
530,,legends-za,legends-za,en,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
530,excadrill-mega,legends-za,legends-za,en,"If this Pokémon brings its arms and head together to form a streamlined shape and spins at high speeds, it can destroy anything."
870,,legends-za,legends-za,en,"Five of them are troopers, and one is the brass. The brass's orders are absolute."
870,falinks-mega,legends-za,legends-za,en,"Mega Falinks has taken on the ultimate battle formation, which can be achieved only if the troopers and brass have the strongest of bonds."
83,,legends-za,legends-za,en,The plant stalk it holds is also its beloved weapon. Farfetch'd can swing the stalk like a katana to cut all sorts of things.
83,farfetchd-galar,legends-za,legends-za,en,"Wielding a thick, heavy leek has strengthened its body. In battle, it bets everything on a single destructive blow."
349,,legends-za,legends-za,en,"They are famous for their shabby appearance. Although Feebas are plentiful in number, they tend to cluster in specific places."
653,,legends-za,legends-za,en,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
160,,legends-za,legends-za,en,"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey."
160,feraligatr-mega,legends-za,legends-za,en,"With its arms and hoodlike fin, this Pokémon forms a gigantic set of jaws with a bite 10 times as powerful as Mega Feraligatr's actual jaws."
926,,legends-za,legends-za,en,This Pokémon cultivates yeast within its body. It has lived with humans—and helped enrich their diets—since ancient times.
180,,legends-za,legends-za,en,"If its coat becomes fully charged with electricity, its tail lights up. Flaaffy can fire wool that zaps on impact."
669,,legends-za,legends-za,en,This Pokémon likes blue flowers best of all. It floats upward using the power emanating from its flower and bobs along lightly through the air.
973,,legends-za,legends-za,en,"A flock of Flamigo can reach numbers of over 10,000. The sight of one of these massive flocks moving together in sync is incredible to behold."
136,,legends-za,legends-za,en,"It has a flame sac inside its body. After inhaling deeply, it blows out flames of nearly 3,000 degrees Fahrenheit."
662,,legends-za,legends-za,en,"The hotter the flame sac in its belly, the faster it can fly, but it takes some time to get the fire going."
661,,legends-za,legends-za,en,"Despite the beauty of its lilting voice, it's merciless to intruders that enter its territory."
670,,legends-za,legends-za,en,"Whenever this Pokémon finds flowering plants that are withering, it will bring them back to its territory and care for them until they are healthy."
670,floette-eternal,legends-za,legends-za,en,This rare Floette holds a plant that died out in ancient times. The Pokémon is said to harbor an incredible power.
670,floette-mega,legends-za,legends-za,en,The Eternal Flower has absorbed all the energy from Mega Evolution. The flower now attacks enemies on its own.
671,,legends-za,legends-za,en,"Blue pigments were tremendously expensive in the past, so paintings of blue Florges are highly valuable."
590,,legends-za,legends-za,en,It lures targets in with its Poké Ball-like pattern and sprays poison spores at them. Why it resembles a Poké Ball is unknown.
996,,legends-za,legends-za,en,Frigibax's dorsal fin can convert heat from fiery moves into Ice-type energy to freeze the air.
656,,legends-za,legends-za,en,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings."
657,,legends-za,legends-za,en,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute's time."
478,,legends-za,legends-za,en,It freezes foes with an icy breath that is nearly −60 degrees Fahrenheit. What seems to be its body is actually hollow.
478,froslass-mega,legends-za,legends-za,en,"This Pokémon can use eerie cold air imbued with ghost energy to freeze even insubstantial things, such as flames or the wind."
676,,legends-za,legends-za,en,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king."
444,,legends-za,legends-za,en,"As it digs to expand its nest, it unearths raw gemstones. It has a habit of hoarding these in its nest."
475,,legends-za,legends-za,en,"A master of courtesy and swordsmanship, it fights using the extending swords on its elbows."
475,gallade-mega,legends-za,legends-za,en,It gets power from the bond it has with its Trainer. Mega Evolution has given it plates to slice its enemies and a cape to protect its body.
569,,legends-za,legends-za,en,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.
445,,legends-za,legends-za,en,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
445,garchomp-mega,legends-za,legends-za,en,Its disposition is more vicious than before its Mega Evolution. Garchomp carves its opponents up with the scythes on both arms.
445,garchomp-mega-z,legends-za,legends-za,en,Garchomp has gained a new Mega-Evolved form. It flies around foes at Mach speed and cuts them to shreds with its sinister wing claws.
282,,legends-za,legends-za,en,It has the power to predict the future. Its power peaks when it is protecting its Trainer.
282,gardevoir-mega,legends-za,legends-za,en,"When it opens the red plate on its chest and unleashes its heart, its strongest psychic power is released."
934,,legends-za,legends-za,en,Rock salt obtained from Garganacl has many restorative elements and is helpful for maintaining one's health.
92,,legends-za,legends-za,en,"It's born from gases. Anyone would faint if engulfed by its gaseous body, which contains poison."
649,,legends-za,legends-za,en,Genesect possesses sharp steel claws. Its current form is equipped with a cassette loaded with fire energy.
94,,legends-za,legends-za,en,"It hides in shadows. It is said that in rooms where Gengar is hiding, the temperature drops by nearly 10 degrees Fahrenheit."
94,gengar-mega,legends-za,legends-za,en,It can pass through other dimensions and appear anywhere. It caused a stir one time when it stuck just one leg out of a wall.
1000,,legends-za,legends-za,en,This Pokémon likes lively places. Some wild Gholdengo even live in cities.
443,,legends-za,legends-za,en,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
999,,legends-za,legends-za,en,"It lurks inside a sturdy treasure chest and possesses solid defenses, but it's so heavy that it has difficulty moving around."
999,gimmighoul-roaming,legends-za,legends-za,en,"If it senses it's about to be found by a human or a Pokémon, Gimmighoul will turn invisible to protect itself, leaving only its coin visible."
471,,legends-za,legends-za,en,"By controlling its body heat, it can freeze the atmosphere around it to make a diamond-dust flurry."
362,,legends-za,legends-za,en,"To protect itself, it clad its body in an armor of ice, made by freezing moisture in the air."
362,glalie-mega,legends-za,legends-za,en,"When it spews stupendously cold air from its broken mouth, the entire area around it gets whited out."
969,,legends-za,legends-za,en,"Glimmet clings to the ceilings of caves. It defends itself by striking enemies with its bud, which is packed with poisonous components."
970,,legends-za,legends-za,en,Glimmora blooms into a large flower made of poisonous components. It works together with groups of Glimmet to repel enemies.
970,glimmora-mega,legends-za,legends-za,en,Glimmora's petals—now larger and separated from its main body—rotate around it to provide defense while scattering poisonous fragments.
673,,legends-za,legends-za,en,It can tell how its Trainer is feeling by subtle shifts in their grip on its horns. This empathic sense lets human and Pokémon run as if one being.
42,,legends-za,legends-za,en,"Golbat punctures even the hardest of hides with its sharp fangs, then gorges itself on its victims' blood."
622,,legends-za,legends-za,en,Ancient people apparently fashioned Golett out of clay to do their labor for them. What powers these Pokémon remains unclear.
768,,legends-za,legends-za,en,"It has the skill to cleave even air or seawater in two with a flash of its giant, sharp claws."
768,golisopod-mega,legends-za,legends-za,en,"It uses four of its arms to fiercely assail its foes. Once they've been pushed to the brink of defeat, it finishes them off with the arms it kept hidden."
623,,legends-za,legends-za,en,"It's said that inside Golurk is a perpetual motion machine that produces energy, but the truth is not yet known."
623,golurk-mega,legends-za,legends-za,en,The energy within Golurk has been stimulated by Mega Evolution. The Pokémon could explode at any moment.
706,,legends-za,legends-za,en,"This very friendly dragon Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
706,goodra-hisui,legends-za,legends-za,en,"If anything bad happens to it, Goodra retreats into its shell and bounces around like a rubber ball, knocking down trees and boring into mountains."
704,,legends-za,legends-za,en,"Thanks to the slimy membrane covering its body, punches or kicks from its enemies slide right off it."
711,,legends-za,legends-za,en,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
711,gourgeist-large,legends-za,legends-za,en,"Large Gourgeist put on the guise of adults, taking the hands of children to lead them to the afterlife."
711,gourgeist-small,legends-za,legends-za,en,Small Gourgeist pretend to be children to fool adults. Anyone who falls for the act gets carried away to the hereafter.
711,gourgeist-super,legends-za,legends-za,en,Jumbo Gourgeist aren't picky. They will forcefully drag anyone off to the afterlife.
945,,legends-za,legends-za,en,"What Grafaiai eats affects the color of its saliva. With this saliva, it paints patterns on rocks and trees in order to protect its territory."
853,,legends-za,legends-za,en,Grapploct pins opponents to the ground with its prized tentacles. Not even monstrously strong Pokémon can wrestle free from its hold.
971,,legends-za,legends-za,en,This Pokémon loves to gambol and roughhouse. It rubs its fur up against others and absorbs their life force until they're utterly drained.
658,,legends-za,legends-za,en,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
658,greninja-mega,legends-za,legends-za,en,"This Pokémon spins a giant shuriken at high speed to make it float, then clings to it upside down to catch opponents unawares."
383,,legends-za,legends-za,en,Groudon is said to have expanded the reach of dry land by evaporating water with raging heat. It battled ferociously against Kyogre.
383,groudon-primal,legends-za,legends-za,en,"This is Groudon's true form, restored using the Red Orb. Energy spills from its body in the form of magma."
253,,legends-za,legends-za,en,Its highly developed thigh muscles provide explosive bursts of power and incredible leaping capabilities.
326,,legends-za,legends-za,en,This Pokémon uses its black pearls to amplify its psychic power. It can control the minds of its foes through its mysterious dancing.
316,,legends-za,legends-za,en,Its stomach makes up most of its body. Its powerful gastric juices quickly digest anything it swallows.
130,,legends-za,legends-za,en,"In ancient literature, there is a record of a Gyarados that razed a village when violence flared."
130,gyarados-mega,legends-za,legends-za,en,"It jets water from the orifices on its sides, streaking above the water surface at supersonic speed."
93,,legends-za,legends-za,en,"It licks with its gaseous tongue to steal its victim's life force. It lurks in darkness, waiting for prey."
701,,legends-za,legends-za,en,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against."
701,hawlucha-mega,legends-za,legends-za,en,Mega Evolution has pumped up all its muscles. Hawlucha flexes to show off its strength.
485,,legends-za,legends-za,en,"Boiling, magma-like blood circulates through its body. It makes its dwelling place in volcanic caves."
485,heatran-mega,legends-za,legends-za,en,"It's said that if it goes all out, it can heat its body up to temperatures over 1.8 million degrees Fahrenheit. This heat keeps enemies at bay."
695,,legends-za,legends-za,en,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.
694,,legends-za,legends-za,en,The frills on either side of its head have cells that generate electricity when exposed to sunlight.
214,,legends-za,legends-za,en,"This powerful Pokémon thrusts its prized horn under its enemies' bellies, then lifts and throws them."
214,heracross-mega,legends-za,legends-za,en,It can grip things with its two horns and lift 500 times its own body weight.
449,,legends-za,legends-za,en,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
450,,legends-za,legends-za,en,It blasts internally stored sand from ports on its body to create a towering twister for attack.
679,,legends-za,legends-za,en,Apparently Honedge was born when a departed spirit began inhabiting an ancient sword. It attaches itself to people and drinks their life force.
720,,legends-za,legends-za,en,It uses loops to gather things it likes and take them to its secret home. It also teleports through a loop.
720,hoopa-unbound,legends-za,legends-za,en,"This is Hoopa's true form, in which it has regained its sealed powers. The hole in its chest is said to connect to another dimension."
229,,legends-za,legends-za,en,"The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever."
229,houndoom-mega,legends-za,legends-za,en,"Houndoom's entire body generates heat when it Mega Evolves. Its intense, fiery breath turns its opponents to charcoal."
228,,legends-za,legends-za,en,"Around dawn, their ominous howls echo through the area to announce their territory."
972,,legends-za,legends-za,en,"At some point during the many years it spent guarding the gravestone of its dearly departed master, it was reborn as a ghost Pokémon."
174,,legends-za,legends-za,en,"It's always practicing its singing because it wants to improve. Even when it's asleep, it keeps singing in its dreams!"
876,indeedee-female,legends-za,legends-za,en,These Pokémon are highly intelligent. They touch horns with their fellow Indeedee to share information with one another.
876,,legends-za,legends-za,en,"Through its horns, it can pick up on the emotions of creatures around it. Positive emotions are the source of its strength."
686,,legends-za,legends-za,en,It drains foes' will to fight by flashing light at them. It then takes the opportunity to hide itself away.
2,,legends-za,legends-za,en,"There is a plant bulb on its back. When it absorbs nutrients, the bulb is said to blossom into a large flower."
39,,legends-za,legends-za,en,"Looking into its cute, round eyes prompts it to start singing a song so pleasant that listeners can't help but fall asleep."
135,,legends-za,legends-za,en,"It absorbs negative ions from the atmosphere to spit out 10,000 volts of electricity."
64,,legends-za,legends-za,en,"If it uses its abilities, it emits special alpha waves that cause machines to malfunction."
14,,legends-za,legends-za,en,"Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger."
115,,legends-za,legends-za,en,It raises its offspring in its belly pouch. It lets its baby out to play only when it feels safe to do so.
115,kangaskhan-mega,legends-za,legends-za,en,"Its child has grown rapidly, thanks to the energy of Mega Evolution. Mother and child show off their harmonious teamwork in battle."
352,,legends-za,legends-za,en,"It changes color to blend in with its surroundings in order to sneak up on prey. It can't make its belly pattern disappear, however."
647,,legends-za,legends-za,en,"By shooting water from its hooves, Keldeo can travel across the water's surface as if skating. It's skilled at using kicking moves in battle."
647,keldeo-resolute,legends-za,legends-za,en,"Keldeo's magnificent horn is proof of its resolve. Its allies provided guidance, and their hopes became Keldeo's tricolored plume of feathers."
281,,legends-za,legends-za,en,The cheerful spirit of its Trainer gives it energy for its psychokinetic power. It spins and dances when happy.
900,,legends-za,legends-za,en,"Its stone axes get chipped away here and there during ferocious battles, but the process serves to make them sharper and sharper."
707,,legends-za,legends-za,en,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime."
552,,legends-za,legends-za,en,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness."
553,,legends-za,legends-za,en,"They never allow prey to escape. Their jaws are so powerful, they can tear apart the body of an automobile."
382,,legends-za,legends-za,en,"In myths, this Pokémon expanded the seas with torrential rains and great tsunamis. It battled ferociously against Groudon."
