pokemon,version_group,method,move,level,order,mastery
charizard,champions,train,rock-slide,0,,
charizard,champions,train,substitute,0,,
charizard,champions,train,snore,0,,
charizard,champions,train,protect,0,,
charizard,champions,train,scary-face,0,,
charizard,champions,train,belly-drum,0,,
charizard,champions,train,outrage,0,,
charizard,champions,train,sandstorm,0,,
charizard,champions,train,endure,0,,
charizard,champions,train,steel-wing,0,,
charizard,champions,train,sleep-talk,0,,
charizard,champions,train,iron-tail,0,,
charizard,champions,train,sunny-day,0,,
charizard,champions,train,crunch,0,,
charizard,champions,train,ancient-power,0,,
charizard,champions,train,beat-up,0,,
charizard,champions,train,heat-wave,0,,
charizard,champions,train,will-o-wisp,0,,
charizard,champions,train,facade,0,,
charizard,champions,train,focus-punch,0,,
charizard,champions,train,helping-hand,0,,
charizard,champions,train,brick-break,0,,
charizard,champions,train,blast-burn,0,,
charizard,champions,train,weather-ball,0,,
charizard,champions,train,air-cutter,0,,
charizard,champions,train,overheat,0,,
charizard,champions,train,rock-tomb,0,,
charizard,champions,train,aerial-ace,0,,
charizard,champions,train,dragon-claw,0,,
charizard,champions,train,dragon-dance,0,,
charizard,champions,train,roost,0,,
charizard,champions,train,fling,0,,
charizard,champions,train,flare-blitz,0,,
charizard,champions,train,air-slash,0,,
charizard,champions,train,dragon-pulse,0,,
charizard,champions,train,dragon-rush,0,,
charizard,champions,train,focus-blast,0,,
charizard,champions,train,giga-impact,0,,
charizard,champions,train,shadow-claw,0,,
charizard,champions,train,fire-fang,0,,
charizard,champions,train,flame-charge,0,,
charizard,champions,train,round,0,,
charizard,champions,train,acrobatics,0,,
charizard,champions,train,inferno,0,,
charizard,champions,train,bulldoze,0,,
charizard,champions,train,dragon-tail,0,,
charizard,champions,train,heat-crash,0,,
charizard,champions,train,hurricane,0,,
charizard,champions,train,brutal-swing,0,,
charizard,champions,train,breaking-swipe,0,,
charizard,champions,train,scale-shot,0,,
charizard,champions,train,scorching-sands,0,,
charizard,champions,train,dragon-cheer,0,,
charizard,champions,train,temper-flare,0,,
blastoise,champions,train,ice-punch,0,,
blastoise,champions,train,mega-kick,0,,
blastoise,champions,train,body-slam,0,,
blastoise,champions,train,double-edge,0,,
blastoise,champions,train,bite,0,,
blastoise,champions,train,roar,0,,
blastoise,champions,train,hydro-pump,0,,
blastoise,champions,train,surf,0,,
blastoise,champions,train,ice-beam,0,,
blastoise,champions,train,blizzard,0,,
blastoise,champions,train,hyper-beam,0,,
blastoise,champions,train,earthquake,0,,
blastoise,champions,train,dig,0,,
blastoise,champions,train,haze,0,,
blastoise,champions,train,waterfall,0,,
blastoise,champions,train,rest,0,,
blastoise,champions,train,rock-slide,0,,
blastoise,champions,train,substitute,0,,
blastoise,champions,train,snore,0,,
blastoise,champions,train,flail,0,,
blastoise,champions,train,protect,0,,
blastoise,champions,train,scary-face,0,,
blastoise,champions,train,icy-wind,0,,
blastoise,champions,train,outrage,0,,
blastoise,champions,train,endure,0,,
blastoise,champions,train,sleep-talk,0,,
blastoise,champions,train,rapid-spin,0,,
blastoise,champions,train,iron-tail,0,,
blastoise,champions,train,rain-dance,0,,
blastoise,champions,train,crunch,0,,
blastoise,champions,train,mirror-coat,0,,
blastoise,champions,train,whirlpool,0,,
blastoise,champions,train,fake-out,0,,
blastoise,champions,train,facade,0,,
blastoise,champions,train,focus-punch,0,,
blastoise,champions,train,helping-hand,0,,
blastoise,champions,train,brick-break,0,,
blastoise,champions,train,yawn,0,,
blastoise,champions,train,dive,0,,
blastoise,champions,train,hydro-cannon,0,,
blastoise,champions,train,weather-ball,0,,
blastoise,champions,train,rock-tomb,0,,
blastoise,champions,train,water-spout,0,,
blastoise,champions,train,muddy-water,0,,
blastoise,champions,train,iron-defense,0,,
blastoise,champions,train,mud-shot,0,,
blastoise,champions,train,water-pulse,0,,
blastoise,champions,train,gyro-ball,0,,
blastoise,champions,train,fling,0,,
blastoise,champions,train,aqua-ring,0,,
blastoise,champions,train,aura-sphere,0,,
blastoise,champions,train,dark-pulse,0,,
blastoise,champions,train,aqua-tail,0,,
blastoise,champions,train,dragon-pulse,0,,
blastoise,champions,train,focus-blast,0,,
blastoise,champions,train,giga-impact,0,,
blastoise,champions,train,avalanche,0,,
blastoise,champions,train,zen-headbutt,0,,
blastoise,champions,train,flash-cannon,0,,
blastoise,champions,train,iron-head,0,,
blastoise,champions,train,aqua-jet,0,,
blastoise,champions,train,smack-down,0,,
blastoise,champions,train,round,0,,
blastoise,champions,train,shell-smash,0,,
blastoise,champions,train,bulldoze,0,,
blastoise,champions,train,liquidation,0,,
blastoise,champions,train,body-press,0,,
blastoise,champions,train,life-dew,0,,
blastoise,champions,train,terrain-pulse,0,,
blastoise,champions,train,flip-turn,0,,
blastoise,champions,train,wave-crash,0,,
blastoise,champions,train,ice-spinner,0,,
blastoise,champions,train,chilling-water,0,,
beedrill,champions,train,swords-dance,0,,
beedrill,champions,train,double-edge,0,,
beedrill,champions,train,pin-missile,0,,
beedrill,champions,train,hyper-beam,0,,
beedrill,champions,train,solar-beam,0,,
beedrill,champions,train,string-shot,0,,
beedrill,champions,train,toxic,0,,
beedrill,champions,train,agility,0,,
beedrill,champions,train,screech,0,,
beedrill,champions,train,focus-energy,0,,
beedrill,champions,train,rest,0,,
beedrill,champions,train,substitute,0,,
beedrill,champions,train,thief,0,,
beedrill,champions,train,snore,0,,
beedrill,champions,train,protect,0,,
beedrill,champions,train,sludge-bomb,0,,
beedrill,champions,train,giga-drain,0,,
beedrill,champions,train,endure,0,,
beedrill,champions,train,attract,0,,
beedrill,champions,train,sleep-talk,0,,
beedrill,champions,train,baton-pass,0,,
beedrill,champions,train,sunny-day,0,,
beedrill,champions,train,facade,0,,
beedrill,champions,train,brick-break,0,,
beedrill,champions,train,knock-off,0,,
beedrill,champions,train,endeavor,0,,
beedrill,champions,train,air-cutter,0,,
beedrill,champions,train,aerial-ace,0,,
beedrill,champions,train,iron-defense,0,,
beedrill,champions,train,u-turn,0,,
beedrill,champions,train,payback,0,,
beedrill,champions,train,assurance,0,,
beedrill,champions,train,toxic-spikes,0,,
beedrill,champions,train,poison-jab,0,,
beedrill,champions,train,x-scissor,0,,
beedrill,champions,train,bug-buzz,0,,
beedrill,champions,train,giga-impact,0,,
beedrill,champions,train,cross-poison,0,,
beedrill,champions,train,bug-bite,0,,
beedrill,champions,train,double-hit,0,,
beedrill,champions,train,venoshock,0,,
beedrill,champions,train,round,0,,
beedrill,champions,train,acrobatics,0,,
beedrill,champions,train,electroweb,0,,
beedrill,champions,train,drill-run,0,,
beedrill,champions,train,fell-stinger,0,,
beedrill,champions,train,throat-chop,0,,
beedrill,champions,train,pollen-puff,0,,
beedrill,champions,train,lunge,0,,
beedrill,champions,train,brutal-swing,0,,
beedrill,champions,train,skitter-smack,0,,
beedrill,champions,train,dual-wingbeat,0,,
beedrill,champions,train,pounce,0,,
pidgeot,champions,train,whirlwind,0,,
pidgeot,champions,train,fly,0,,
pidgeot,champions,train,hyper-beam,0,,
pidgeot,champions,train,agility,0,,
pidgeot,champions,train,quick-attack,0,,
pidgeot,champions,train,sky-attack,0,,
pidgeot,champions,train,rest,0,,
pidgeot,champions,train,substitute,0,,
pidgeot,champions,train,thief,0,,
pidgeot,champions,train,snore,0,,
pidgeot,champions,train,protect,0,,
pidgeot,champions,train,endure,0,,
pidgeot,champions,train,steel-wing,0,,
pidgeot,champions,train,attract,0,,
pidgeot,champions,train,sleep-talk,0,,
pidgeot,champions,train,rain-dance,0,,
pidgeot,champions,train,sunny-day,0,,
pidgeot,champions,train,uproar,0,,
pidgeot,champions,train,heat-wave,0,,
pidgeot,champions,train,facade,0,,
pidgeot,champions,train,feather-dance,0,,
pidgeot,champions,train,aerial-ace,0,,
pidgeot,champions,train,roost,0,,
pidgeot,champions,train,tailwind,0,,
pidgeot,champions,train,u-turn,0,,
pidgeot,champions,train,air-slash,0,,
pidgeot,champions,train,brave-bird,0,,
pidgeot,champions,train,giga-impact,0,,
pidgeot,champions,train,round,0,,
pidgeot,champions,train,hurricane,0,,
pidgeot,champions,train,dual-wingbeat,0,,
arbok,champions,train,body-slam,0,,
arbok,champions,train,wrap,0,,
arbok,champions,train,double-edge,0,,
arbok,champions,train,bite,0,,
arbok,champions,train,hyper-beam,0,,
arbok,champions,train,earthquake,0,,
arbok,champions,train,dig,0,,
arbok,champions,train,toxic,0,,
arbok,champions,train,screech,0,,
arbok,champions,train,haze,0,,
arbok,champions,train,glare,0,,
arbok,champions,train,leech-life,0,,
arbok,champions,train,rest,0,,
arbok,champions,train,rock-slide,0,,
arbok,champions,train,substitute,0,,
arbok,champions,train,thief,0,,
arbok,champions,train,snore,0,,
arbok,champions,train,spite,0,,
arbok,champions,train,protect,0,,
arbok,champions,train,scary-face,0,,
arbok,champions,train,sludge-bomb,0,,
arbok,champions,train,mud-slap,0,,
arbok,champions,train,giga-drain,0,,
arbok,champions,train,endure,0,,
arbok,champions,train,sleep-talk,0,,
arbok,champions,train,pain-split,0,,
arbok,champions,train,iron-tail,0,,
arbok,champions,train,rain-dance,0,,
arbok,champions,train,sunny-day,0,,
arbok,champions,train,crunch,0,,
arbok,champions,train,beat-up,0,,
arbok,champions,train,stockpile,0,,
arbok,champions,train,spit-up,0,,
arbok,champions,train,swallow,0,,
arbok,champions,train,facade,0,,
arbok,champions,train,knock-off,0,,
arbok,champions,train,poison-fang,0,,
arbok,champions,train,rock-tomb,0,,
arbok,champions,train,mud-shot,0,,
arbok,champions,train,payback,0,,
arbok,champions,train,gastro-acid,0,,
arbok,champions,train,sucker-punch,0,,
arbok,champions,train,toxic-spikes,0,,
arbok,champions,train,poison-jab,0,,
arbok,champions,train,dark-pulse,0,,
arbok,champions,train,seed-bomb,0,,
arbok,champions,train,switcheroo,0,,
arbok,champions,train,giga-impact,0,,
arbok,champions,train,thunder-fang,0,,
arbok,champions,train,ice-fang,0,,
arbok,champions,train,fire-fang,0,,
arbok,champions,train,gunk-shot,0,,
arbok,champions,train,venoshock,0,,
arbok,champions,train,sludge-wave,0,,
arbok,champions,train,coil,0,,
arbok,champions,train,acid-spray,0,,
arbok,champions,train,round,0,,
arbok,champions,train,bulldoze,0,,
arbok,champions,train,dragon-tail,0,,
arbok,champions,train,snarl,0,,
arbok,champions,train,belch,0,,
arbok,champions,train,throat-chop,0,,
arbok,champions,train,brutal-swing,0,,
arbok,champions,train,psychic-fangs,0,,
arbok,champions,train,stomping-tantrum,0,,
arbok,champions,train,breaking-swipe,0,,
arbok,champions,train,scale-shot,0,,
arbok,champions,train,skitter-smack,0,,
arbok,champions,train,lash-out,0,,
arbok,champions,train,trailblaze,0,,
pikachu,champions,train,thunder-punch,0,,
pikachu,champions,train,mega-kick,0,,
pikachu,champions,train,body-slam,0,,
pikachu,champions,train,surf,0,,
pikachu,champions,train,thunderbolt,0,,
pikachu,champions,train,thunder-wave,0,,
pikachu,champions,train,thunder,0,,
pikachu,champions,train,dig,0,,
pikachu,champions,train,agility,0,,
pikachu,champions,train,quick-attack,0,,
pikachu,champions,train,double-team,0,,
pikachu,champions,train,light-screen,0,,
pikachu,champions,train,reflect,0,,
pikachu,champions,train,rest,0,,
pikachu,champions,train,substitute,0,,
pikachu,champions,train,thief,0,,
pikachu,champions,train,snore,0,,
pikachu,champions,train,flail,0,,
pikachu,champions,train,reversal,0,,
pikachu,champions,train,protect,0,,
pikachu,champions,train,sweet-kiss,0,,
pikachu,champions,train,zap-cannon,0,,
pikachu,champions,train,endure,0,,
pikachu,champions,train,charm,0,,
pikachu,champions,train,sleep-talk,0,,
pikachu,champions,train,encore,0,,
pikachu,champions,train,iron-tail,0,,
pikachu,champions,train,rain-dance,0,,
pikachu,champions,train,fake-out,0,,
pikachu,champions,train,facade,0,,
pikachu,champions,train,focus-punch,0,,
pikachu,champions,train,charge,0,,
pikachu,champions,train,helping-hand,0,,
pikachu,champions,train,wish,0,,
pikachu,champions,train,brick-break,0,,
pikachu,champions,train,knock-off,0,,
pikachu,champions,train,endeavor,0,,
pikachu,champions,train,fake-tears,0,,
pikachu,champions,train,tickle,0,,
pikachu,champions,train,volt-tackle,0,,
pikachu,champions,train,feint,0,,
pikachu,champions,train,fling,0,,
pikachu,champions,train,nasty-plot,0,,
pikachu,champions,train,discharge,0,,
pikachu,champions,train,grass-knot,0,,
pikachu,champions,train,charge-beam,0,,
pikachu,champions,train,electro-ball,0,,
pikachu,champions,train,round,0,,
pikachu,champions,train,volt-switch,0,,
pikachu,champions,train,electroweb,0,,
pikachu,champions,train,wild-charge,0,,
pikachu,champions,train,draining-kiss,0,,
pikachu,champions,train,play-rough,0,,
pikachu,champions,train,eerie-impulse,0,,
pikachu,champions,train,electric-terrain,0,,
pikachu,champions,train,nuzzle,0,,
pikachu,champions,train,rising-voltage,0,,
pikachu,champions,train,trailblaze,0,,
pikachu,champions,train,alluring-voice,0,,
pikachu,champions,train,upper-hand,0,,
raichu,champions,train,thunder-punch,0,,
raichu,champions,train,mega-kick,0,,
raichu,champions,train,body-slam,0,,
raichu,champions,train,surf,0,,
raichu,champions,train,hyper-beam,0,,
raichu,champions,train,thunderbolt,0,,
raichu,champions,train,thunder-wave,0,,
raichu,champions,train,thunder,0,,
raichu,champions,train,dig,0,,
raichu,champions,train,agility,0,,
raichu,champions,train,quick-attack,0,,
raichu,champions,train,double-team,0,,
raichu,champions,train,light-screen,0,,
raichu,champions,train,reflect,0,,
raichu,champions,train,rest,0,,
raichu,champions,train,substitute,0,,
raichu,champions,train,thief,0,,
raichu,champions,train,snore,0,,
raichu,champions,train,flail,0,,
raichu,champions,train,reversal,0,,
raichu,champions,train,protect,0,,
raichu,champions,train,sweet-kiss,0,,
raichu,champions,train,zap-cannon,0,,
raichu,champions,train,endure,0,,
raichu,champions,train,charm,0,,
raichu,champions,train,sleep-talk,0,,
raichu,champions,train,encore,0,,
raichu,champions,train,iron-tail,0,,
raichu,champions,train,rain-dance,0,,
raichu,champions,train,fake-out,0,,
raichu,champions,train,facade,0,,
raichu,champions,train,focus-punch,0,,
raichu,champions,train,charge,0,,
raichu,champions,train,helping-hand,0,,
raichu,champions,train,wish,0,,
raichu,champions,train,brick-break,0,,
raichu,champions,train,knock-off,0,,
raichu,champions,train,endeavor,0,,
raichu,champions,train,fake-tears,0,,
raichu,champions,train,tickle,0,,
raichu,champions,train,volt-tackle,0,,
raichu,champions,train,feint,0,,
raichu,champions,train,fling,0,,
raichu,champions,train,drain-punch,0,,
raichu,champions,train,focus-blast,0,,
raichu,champions,train,giga-impact,0,,
raichu,champions,train,nasty-plot,0,,
raichu,champions,train,discharge,0,,
raichu,champions,train,grass-knot,0,,
raichu,champions,train,charge-beam,0,,
raichu,champions,train,electro-ball,0,,
raichu,champions,train,round,0,,
raichu,champions,train,volt-switch,0,,
raichu,champions,train,electroweb,0,,
raichu,champions,train,wild-charge,0,,
raichu,champions,train,draining-kiss,0,,
raichu,champions,train,play-rough,0,,
raichu,champions,train,eerie-impulse,0,,
raichu,champions,train,electric-terrain,0,,
raichu,champions,train,dazzling-gleam,0,,
raichu,champions,train,nuzzle,0,,
raichu,champions,train,brutal-swing,0,,
raichu,champions,train,rising-voltage,0,,
raichu,champions,train,trailblaze,0,,
raichu,champions,train,alluring-voice,0,,
raichu,champions,train,upper-hand,0,,
clefable,champions,train,fire-punch,0,,
clefable,champions,train,ice-punch,0,,
clefable,champions,train,thunder-punch,0,,
clefable,champions,train,body-slam,0,,
clefable,champions,train,double-edge,0,,
clefable,champions,train,sing,0,,
clefable,champions,train,flamethrower,0,,
clefable,champions,train,ice-beam,0,,
clefable,champions,train,blizzard,0,,
clefable,champions,train,hyper-beam,0,,
clefable,champions,train,solar-beam,0,,
clefable,champions,train,thunderbolt,0,,
clefable,champions,train,thunder-wave,0,,
clefable,champions,train,thunder,0,,
clefable,champions,train,dig,0,,
clefable,champions,train,psychic,0,,
clefable,champions,train,night-shade,0,,
clefable,champions,train,light-screen,0,,
clefable,champions,train,reflect,0,,
clefable,champions,train,fire-blast,0,,
clefable,champions,train,amnesia,0,,
clefable,champions,train,rest,0,,
clefable,champions,train,tri-attack,0,,
clefable,champions,train,substitute,0,,
clefable,champions,train,thief,0,,
clefable,champions,train,snore,0,,
clefable,champions,train,protect,0,,
clefable,champions,train,sweet-kiss,0,,
clefable,champions,train,icy-wind,0,,
clefable,champions,train,endure,0,,
clefable,champions,train,charm,0,,
clefable,champions,train,sleep-talk,0,,
clefable,champions,train,safeguard,0,,
clefable,champions,train,baton-pass,0,,
clefable,champions,train,encore,0,,
clefable,champions,train,moonlight,0,,
clefable,champions,train,rain-dance,0,,
clefable,champions,train,sunny-day,0,,
clefable,champions,train,psych-up,0,,
clefable,champions,train,shadow-ball,0,,
clefable,champions,train,future-sight,0,,
clefable,champions,train,uproar,0,,
clefable,champions,train,facade,0,,
clefable,champions,train,focus-punch,0,,
clefable,champions,train,follow-me,0,,
clefable,champions,train,helping-hand,0,,
clefable,champions,train,trick,0,,
clefable,champions,train,wish,0,,
clefable,champions,train,brick-break,0,,
clefable,champions,train,knock-off,0,,
clefable,champions,train,endeavor,0,,
clefable,champions,train,skill-swap,0,,
clefable,champions,train,imprison,0,,
clefable,champions,train,hyper-voice,0,,
clefable,champions,train,meteor-mash,0,,
clefable,champions,train,fake-tears,0,,
clefable,champions,train,tickle,0,,
clefable,champions,train,cosmic-power,0,,
clefable,champions,train,bounce,0,,
clefable,champions,train,calm-mind,0,,
clefable,champions,train,water-pulse,0,,
clefable,champions,train,gravity,0,,
clefable,champions,train,healing-wish,0,,
clefable,champions,train,fling,0,,
clefable,champions,train,copycat,0,,
clefable,champions,train,air-slash,0,,
clefable,champions,train,drain-punch,0,,
clefable,champions,train,focus-blast,0,,
clefable,champions,train,giga-impact,0,,
clefable,champions,train,zen-headbutt,0,,
clefable,champions,train,stealth-rock,0,,
clefable,champions,train,grass-knot,0,,
clefable,champions,train,charge-beam,0,,
clefable,champions,train,wonder-room,0,,
clefable,champions,train,psyshock,0,,
clefable,champions,train,after-you,0,,
clefable,champions,train,round,0,,
clefable,champions,train,stored-power,0,,
clefable,champions,train,heal-pulse,0,,
clefable,champions,train,draining-kiss,0,,
clefable,champions,train,misty-terrain,0,,
clefable,champions,train,play-rough,0,,
clefable,champions,train,moonblast,0,,
clefable,champions,train,mystical-fire,0,,
clefable,champions,train,dazzling-gleam,0,,
clefable,champions,train,life-dew,0,,
clefable,champions,train,meteor-beam,0,,
clefable,champions,train,misty-explosion,0,,
clefable,champions,train,dual-wingbeat,0,,
clefable,champions,train,chilling-water,0,,
clefable,champions,train,alluring-voice,0,,
ninetales,champions,train,body-slam,0,,
ninetales,champions,train,double-edge,0,,
ninetales,champions,train,roar,0,,
ninetales,champions,train,disable,0,,
ninetales,champions,train,flamethrower,0,,
ninetales,champions,train,hyper-beam,0,,
ninetales,champions,train,solar-beam,0,,
ninetales,champions,train,fire-spin,0,,
ninetales,champions,train,dig,0,,
ninetales,champions,train,hypnosis,0,,
ninetales,champions,train,agility,0,,
ninetales,champions,train,quick-attack,0,,
ninetales,champions,train,night-shade,0,,
ninetales,champions,train,confuse-ray,0,,
ninetales,champions,train,fire-blast,0,,
ninetales,champions,train,rest,0,,
ninetales,champions,train,substitute,0,,
ninetales,champions,train,snore,0,,
ninetales,champions,train,flail,0,,
ninetales,champions,train,spite,0,,
ninetales,champions,train,protect,0,,
ninetales,champions,train,endure,0,,
ninetales,champions,train,charm,0,,
ninetales,champions,train,attract,0,,
ninetales,champions,train,sleep-talk,0,,
ninetales,champions,train,safeguard,0,,
ninetales,champions,train,pain-split,0,,
ninetales,champions,train,baton-pass,0,,
ninetales,champions,train,encore,0,,
ninetales,champions,train,iron-tail,0,,
ninetales,champions,train,sunny-day,0,,
ninetales,champions,train,psych-up,0,,
ninetales,champions,train,shadow-ball,0,,
ninetales,champions,train,heat-wave,0,,
ninetales,champions,train,will-o-wisp,0,,
ninetales,champions,train,memento,0,,
ninetales,champions,train,facade,0,,
ninetales,champions,train,helping-hand,0,,
ninetales,champions,train,imprison,0,,
ninetales,champions,train,weather-ball,0,,
ninetales,champions,train,fake-tears,0,,
ninetales,champions,train,overheat,0,,
ninetales,champions,train,extrasensory,0,,
ninetales,champions,train,howl,0,,
ninetales,champions,train,calm-mind,0,,
ninetales,champions,train,healing-wish,0,,
ninetales,champions,train,payback,0,,
ninetales,champions,train,power-swap,0,,
ninetales,champions,train,flare-blitz,0,,
ninetales,champions,train,dark-pulse,0,,
ninetales,champions,train,energy-ball,0,,
ninetales,champions,train,giga-impact,0,,
ninetales,champions,train,nasty-plot,0,,
ninetales,champions,train,zen-headbutt,0,,
ninetales,champions,train,psyshock,0,,
ninetales,champions,train,flame-charge,0,,
ninetales,champions,train,foul-play,0,,
ninetales,champions,train,round,0,,
ninetales,champions,train,stored-power,0,,
ninetales,champions,train,hex,0,,
ninetales,champions,train,inferno,0,,
ninetales,champions,train,tail-slap,0,,
ninetales,champions,train,snarl,0,,
ninetales,champions,train,mystical-fire,0,,
ninetales,champions,train,baby-doll-eyes,0,,
ninetales,champions,train,burning-jealousy,0,,
ninetales,champions,train,scorching-sands,0,,
vileplume,champions,train,swords-dance,0,,
vileplume,champions,train,body-slam,0,,
vileplume,champions,train,hyper-beam,0,,
vileplume,champions,train,leech-seed,0,,
vileplume,champions,train,growth,0,,
vileplume,champions,train,solar-beam,0,,
vileplume,champions,train,poison-powder,0,,
vileplume,champions,train,stun-spore,0,,
vileplume,champions,train,sleep-powder,0,,
vileplume,champions,train,petal-dance,0,,
vileplume,champions,train,toxic,0,,
vileplume,champions,train,rest,0,,
vileplume,champions,train,substitute,0,,
vileplume,champions,train,snore,0,,
vileplume,champions,train,flail,0,,
vileplume,champions,train,protect,0,,
vileplume,champions,train,sludge-bomb,0,,
vileplume,champions,train,giga-drain,0,,
vileplume,champions,train,endure,0,,
vileplume,champions,train,charm,0,,
vileplume,champions,train,attract,0,,
vileplume,champions,train,sleep-talk,0,,
vileplume,champions,train,sweet-scent,0,,
vileplume,champions,train,synthesis,0,,
vileplume,champions,train,moonlight,0,,
vileplume,champions,train,sunny-day,0,,
vileplume,champions,train,facade,0,,
vileplume,champions,train,helping-hand,0,,
vileplume,champions,train,ingrain,0,,
vileplume,champions,train,teeter-dance,0,,
vileplume,champions,train,weather-ball,0,,
vileplume,champions,train,tickle,0,,
vileplume,champions,train,bullet-seed,0,,
vileplume,champions,train,fling,0,,
vileplume,champions,train,seed-bomb,0,,
vileplume,champions,train,energy-ball,0,,
vileplume,champions,train,giga-impact,0,,
vileplume,champions,train,leaf-storm,0,,
vileplume,champions,train,grass-knot,0,,
vileplume,champions,train,venoshock,0,,
vileplume,champions,train,sludge-wave,0,,
vileplume,champions,train,acid-spray,0,,
vileplume,champions,train,after-you,0,,
vileplume,champions,train,round,0,,
vileplume,champions,train,petal-blizzard,0,,
vileplume,champions,train,grassy-terrain,0,,
vileplume,champions,train,moonblast,0,,
vileplume,champions,train,dazzling-gleam,0,,
vileplume,champions,train,strength-sap,0,,
vileplume,champions,train,solar-blade,0,,
vileplume,champions,train,pollen-puff,0,,
vileplume,champions,train,grassy-glide,0,,
vileplume,champions,train,corrosive-gas,0,,
vileplume,champions,train,trailblaze,0,,
arcanine,champions,train,body-slam,0,,
arcanine,champions,train,thrash,0,,
arcanine,champions,train,double-edge,0,,
arcanine,champions,train,bite,0,,
arcanine,champions,train,roar,0,,
arcanine,champions,train,flamethrower,0,,
arcanine,champions,train,hyper-beam,0,,
arcanine,champions,train,solar-beam,0,,
arcanine,champions,train,fire-spin,0,,
arcanine,champions,train,dig,0,,
arcanine,champions,train,agility,0,,
arcanine,champions,train,fire-blast,0,,
arcanine,champions,train,rest,0,,
arcanine,champions,train,substitute,0,,
arcanine,champions,train,thief,0,,
arcanine,champions,train,snore,0,,
arcanine,champions,train,curse,0,,
arcanine,champions,train,reversal,0,,
arcanine,champions,train,protect,0,,
arcanine,champions,train,scary-face,0,,
arcanine,champions,train,outrage,0,,
arcanine,champions,train,endure,0,,
arcanine,champions,train,charm,0,,
arcanine,champions,train,sleep-talk,0,,
arcanine,champions,train,iron-tail,0,,
arcanine,champions,train,morning-sun,0,,
arcanine,champions,train,sunny-day,0,,
arcanine,champions,train,crunch,0,,
arcanine,champions,train,extreme-speed,0,,
arcanine,champions,train,heat-wave,0,,
arcanine,champions,train,will-o-wisp,0,,
arcanine,champions,train,facade,0,,
arcanine,champions,train,helping-hand,0,,
arcanine,champions,train,hyper-voice,0,,
arcanine,champions,train,overheat,0,,
arcanine,champions,train,aerial-ace,0,,
arcanine,champions,train,howl,0,,
arcanine,champions,train,covet,0,,
arcanine,champions,train,close-combat,0,,
arcanine,champions,train,flare-blitz,0,,
arcanine,champions,train,dragon-pulse,0,,
arcanine,champions,train,giga-impact,0,,
arcanine,champions,train,thunder-fang,0,,
arcanine,champions,train,fire-fang,0,,
