id,version_group,version,location_area,pokemon,method,slot,rarity,min_level,max_level,conditions,min_perfect_ivs,always_shiny,never_shiny,is_alpha
58,diamond-pearl,diamond,3,gyarados,super-rod,3,15,40,55,,,,,
59,diamond-pearl,diamond,3,octillery,super-rod,4,4,20,50,,,,,
60,diamond-pearl,diamond,3,octillery,super-rod,5,1,20,50,,,,,
61,diamond-pearl,diamond,4,tentacruel,surf,1,60,35,45,,,,,
62,diamond-pearl,diamond,4,pelipper,surf,2,30,35,45,,,,,
63,diamond-pearl,diamond,4,mantyke,surf,3,5,30,40,,,,,
64,diamond-pearl,diamond,4,mantyke,surf,4,4,30,40,,,,,
65,diamond-pearl,diamond,4,mantyke,surf,5,1,35,45,,,,,
66,diamond-pearl,diamond,4,magikarp,old-rod,1,60,4,6,,,,,
67,diamond-pearl,diamond,4,magikarp,old-rod,2,30,3,7,,,,,
68,diamond-pearl,diamond,4,magikarp,old-rod,3,5,5,10,,,,,
69,diamond-pearl,diamond,4,magikarp,old-rod,4,4,5,10,,,,,
70,diamond-pearl,diamond,4,magikarp,old-rod,5,1,5,10,,,,,
71,diamond-pearl,diamond,4,magikarp,good-rod,1,40,15,20,,,,,
72,diamond-pearl,diamond,4,remoraid,good-rod,2,40,15,20,,,,,
73,diamond-pearl,diamond,4,magikarp,good-rod,3,15,10,25,,,,,
74,diamond-pearl,diamond,4,remoraid,good-rod,4,4,10,25,,,,,
75,diamond-pearl,diamond,4,remoraid,good-rod,5,1,10,25,,,,,
76,diamond-pearl,diamond,4,gyarados,super-rod,1,40,30,40,,,,,
77,diamond-pearl,diamond,4,octillery,super-rod,2,40,30,40,,,,,
78,diamond-pearl,diamond,4,staryu,super-rod,3,15,20,40,,,,,
79,diamond-pearl,diamond,4,octillery,super-rod,4,4,20,50,,,,,
80,diamond-pearl,diamond,4,octillery,super-rod,5,1,20,50,,,,,
81,diamond-pearl,diamond,5,pelipper,surf,1,60,35,40,,,,,
82,diamond-pearl,diamond,5,tentacruel,surf,2,30,35,40,,,,,
83,diamond-pearl,diamond,5,pelipper,surf,3,5,40,45,,,,,
84,diamond-pearl,diamond,5,tentacruel,surf,4,4,40,45,,,,,
85,diamond-pearl,diamond,5,tentacruel,surf,5,1,40,45,,,,,
86,diamond-pearl,diamond,5,magikarp,old-rod,1,60,4,6,,,,,
87,diamond-pearl,diamond,5,magikarp,old-rod,2,30,3,7,,,,,
88,diamond-pearl,diamond,5,magikarp,old-rod,3,5,5,10,,,,,
89,diamond-pearl,diamond,5,magikarp,old-rod,4,4,5,10,,,,,
90,diamond-pearl,diamond,5,magikarp,old-rod,5,1,5,10,,,,,
91,diamond-pearl,diamond,5,magikarp,good-rod,1,40,15,20,,,,,
92,diamond-pearl,diamond,5,remoraid,good-rod,2,40,15,20,,,,,
93,diamond-pearl,diamond,5,magikarp,good-rod,3,15,10,25,,,,,
94,diamond-pearl,diamond,5,remoraid,good-rod,4,4,10,25,,,,,
95,diamond-pearl,diamond,5,remoraid,good-rod,5,1,10,25,,,,,
96,diamond-pearl,diamond,5,gyarados,super-rod,1,40,30,40,,,,,
97,diamond-pearl,diamond,5,octillery,super-rod,2,40,30,40,,,,,
98,diamond-pearl,diamond,5,luvdisc,super-rod,3,15,20,30,,,,,
99,diamond-pearl,diamond,5,octillery,super-rod,4,4,20,50,,,,,
100,diamond-pearl,diamond,5,octillery,super-rod,5,1,20,50,,,,,
101,diamond-pearl,diamond,6,geodude,walk,1,20,6,6,,,,,
102,diamond-pearl,diamond,6,geodude,walk,2,20,6,6,,,,,
103,diamond-pearl,diamond,6,zubat,walk,3,10,7,7,,,,,
104,diamond-pearl,diamond,6,zubat,walk,4,10,7,7,,,,,
105,diamond-pearl,diamond,6,geodude,walk,5,10,7,7,,,,,
106,diamond-pearl,diamond,6,geodude,walk,6,10,7,7,,,,,
107,diamond-pearl,diamond,6,onix,walk,7,5,8,8,,,,,
108,diamond-pearl,diamond,6,onix,walk,8,5,8,8,,,,,
109,diamond-pearl,diamond,6,geodude,walk,9,4,9,9,,,,,
110,diamond-pearl,diamond,6,geodude,walk,10,4,9,9,,,,,
111,diamond-pearl,diamond,6,geodude,walk,11,1,5,5,,,,,
112,diamond-pearl,diamond,6,geodude,walk,12,1,5,5,,,,,
113,diamond-pearl,diamond,7,geodude,walk,1,20,7,7,,,,,
114,diamond-pearl,diamond,7,geodude,walk,2,20,7,7,,,,,
115,diamond-pearl,diamond,7,zubat,walk,3,10,8,8,,,,,
116,diamond-pearl,diamond,7,zubat,walk,4,10,8,8,,,,,
117,diamond-pearl,diamond,7,geodude,walk,5,10,8,8,,,,,
118,diamond-pearl,diamond,7,geodude,walk,6,10,8,8,,,,,
119,diamond-pearl,diamond,7,onix,walk,7,5,9,9,,,,,
120,diamond-pearl,diamond,7,onix,walk,8,5,9,9,,,,,
121,diamond-pearl,diamond,7,geodude,walk,9,4,10,10,,,,,
122,diamond-pearl,diamond,7,geodude,walk,10,4,10,10,,,,,
123,diamond-pearl,diamond,7,geodude,walk,11,1,6,6,,,,,
124,diamond-pearl,diamond,7,geodude,walk,12,1,6,6,,,,,
125,diamond-pearl,diamond,8,buizel,walk,1,20,7,7,swarm-no,,,,
126,diamond-pearl,diamond,8,electrike,walk,1,20,7,7,swarm-yes,,,,
127,diamond-pearl,diamond,8,pachirisu,walk,2,20,7,7,swarm-no,,,,
128,diamond-pearl,diamond,8,electrike,walk,2,20,7,7,swarm-yes,,,,
129,diamond-pearl,diamond,8,buizel,walk,3,10,8,8,,,,,
130,diamond-pearl,diamond,8,shellos,walk,4,10,8,8,,,,,
131,diamond-pearl,diamond,8,bidoof,walk,5,10,8,8,radar-off,,,,
132,diamond-pearl,diamond,8,mareep,walk,5,10,8,8,radar-on,,,,
133,diamond-pearl,diamond,8,shellos,walk,6,10,7,7,radar-off,,,,
134,diamond-pearl,diamond,8,mareep,walk,6,10,7,7,radar-on,,,,
135,diamond-pearl,diamond,8,shellos,walk,7,5,9,9,,,,,
136,diamond-pearl,diamond,8,pachirisu,walk,8,5,8,8,,,,,
137,diamond-pearl,diamond,8,buizel,walk,9,4,9,9,slot2-none,,,,
138,diamond-pearl,diamond,8,buizel,walk,9,4,9,9,slot2-ruby,,,,
139,diamond-pearl,diamond,8,buizel,walk,9,4,9,9,slot2-sapphire,,,,
140,diamond-pearl,diamond,8,buizel,walk,9,4,9,9,slot2-emerald,,,,
141,diamond-pearl,diamond,8,elekid,walk,9,4,9,9,slot2-firered,,,,
142,diamond-pearl,diamond,8,buizel,walk,9,4,9,9,slot2-leafgreen,,,,
143,diamond-pearl,diamond,8,shellos,walk,10,4,9,9,slot2-none,,,,
144,diamond-pearl,diamond,8,shellos,walk,10,4,9,9,slot2-ruby,,,,
145,diamond-pearl,diamond,8,shellos,walk,10,4,9,9,slot2-sapphire,,,,
146,diamond-pearl,diamond,8,shellos,walk,10,4,9,9,slot2-emerald,,,,
147,diamond-pearl,diamond,8,elekid,walk,10,4,9,9,slot2-firered,,,,
148,diamond-pearl,diamond,8,shellos,walk,10,4,9,9,slot2-leafgreen,,,,
149,diamond-pearl,diamond,8,buizel,walk,11,1,9,9,radar-off,,,,
150,diamond-pearl,diamond,8,mareep,walk,11,1,9,9,radar-on,,,,
151,diamond-pearl,diamond,8,shellos,walk,12,1,9,9,radar-off,,,,
152,diamond-pearl,diamond,8,mareep,walk,12,1,9,9,radar-on,,,,
153,diamond-pearl,diamond,8,tentacool,surf,1,60,20,30,,,,,
154,diamond-pearl,diamond,8,wingull,surf,2,30,20,30,,,,,
155,diamond-pearl,diamond,8,tentacruel,surf,3,5,20,40,,,,,
156,diamond-pearl,diamond,8,pelipper,surf,4,4,20,40,,,,,
157,diamond-pearl,diamond,8,pelipper,surf,5,1,20,40,,,,,
158,diamond-pearl,diamond,8,magikarp,old-rod,1,60,4,6,,,,,
159,diamond-pearl,diamond,8,magikarp,old-rod,2,30,3,7,,,,,
160,diamond-pearl,diamond,8,magikarp,old-rod,3,5,5,10,,,,,
161,diamond-pearl,diamond,8,magikarp,old-rod,4,4,5,10,,,,,
162,diamond-pearl,diamond,8,magikarp,old-rod,5,1,5,10,,,,,
163,diamond-pearl,diamond,8,magikarp,good-rod,1,40,15,20,,,,,
164,diamond-pearl,diamond,8,finneon,good-rod,2,40,15,20,,,,,
165,diamond-pearl,diamond,8,magikarp,good-rod,3,15,10,25,,,,,
166,diamond-pearl,diamond,8,finneon,good-rod,4,4,10,25,,,,,
167,diamond-pearl,diamond,8,finneon,good-rod,5,1,10,25,,,,,
168,diamond-pearl,diamond,8,gyarados,super-rod,1,40,30,40,,,,,
169,diamond-pearl,diamond,8,lumineon,super-rod,2,40,30,40,,,,,
170,diamond-pearl,diamond,8,shellder,super-rod,3,15,20,40,,,,,
171,diamond-pearl,diamond,8,lumineon,super-rod,4,4,30,50,,,,,
172,diamond-pearl,diamond,8,lumineon,super-rod,5,1,30,50,,,,,
173,diamond-pearl,diamond,9,wurmple,walk,1,20,10,10,swarm-no,,,,
174,diamond-pearl,diamond,9,slakoth,walk,1,20,10,10,swarm-yes,,,,
175,diamond-pearl,diamond,9,silcoon,walk,2,20,10,10,swarm-no,,,,
176,diamond-pearl,diamond,9,slakoth,walk,2,20,10,10,swarm-yes,,,,
177,diamond-pearl,diamond,9,wurmple,walk,3,10,11,11,time-morning,,,,
178,diamond-pearl,diamond,9,wurmple,walk,3,10,11,11,time-day,,,,
179,diamond-pearl,diamond,9,murkrow,walk,3,10,11,11,time-night,,,,
180,diamond-pearl,diamond,9,budew,walk,4,10,10,10,time-morning,,,,
181,diamond-pearl,diamond,9,budew,walk,4,10,10,10,time-day,,,,
182,diamond-pearl,diamond,9,murkrow,walk,4,10,10,10,time-night,,,,
183,diamond-pearl,diamond,9,buneary,walk,5,10,10,10,radar-off,,,,
184,diamond-pearl,diamond,9,nincada,walk,5,10,10,10,radar-on,,,,
185,diamond-pearl,diamond,9,budew,walk,6,10,11,11,radar-off,,,,
186,diamond-pearl,diamond,9,nincada,walk,6,10,11,11,radar-on,,,,
187,diamond-pearl,diamond,9,buneary,walk,7,5,11,11,,,,,
188,diamond-pearl,diamond,9,budew,walk,8,5,12,12,,,,,
189,diamond-pearl,diamond,9,budew,walk,9,4,12,12,slot2-none,,,,
190,diamond-pearl,diamond,9,seedot,walk,9,4,12,12,slot2-ruby,,,,
191,diamond-pearl,diamond,9,budew,walk,9,4,12,12,slot2-sapphire,,,,
192,diamond-pearl,diamond,9,pineco,walk,9,4,12,12,slot2-emerald,,,,
193,diamond-pearl,diamond,9,metapod,walk,9,4,12,12,slot2-firered,,,,
194,diamond-pearl,diamond,9,kakuna,walk,9,4,12,12,slot2-leafgreen,,,,
195,diamond-pearl,diamond,9,buneary,walk,10,4,12,12,slot2-none,,,,
196,diamond-pearl,diamond,9,seedot,walk,10,4,12,12,slot2-ruby,,,,
197,diamond-pearl,diamond,9,buneary,walk,10,4,12,12,slot2-sapphire,,,,
198,diamond-pearl,diamond,9,pineco,walk,10,4,12,12,slot2-emerald,,,,
199,diamond-pearl,diamond,9,metapod,walk,10,4,12,12,slot2-firered,,,,
200,diamond-pearl,diamond,9,kakuna,walk,10,4,12,12,slot2-leafgreen,,,,
201,diamond-pearl,diamond,9,beautifly,walk,11,1,12,12,radar-off,,,,
202,diamond-pearl,diamond,9,nincada,walk,11,1,12,12,radar-on,,,,
203,diamond-pearl,diamond,9,beautifly,walk,12,1,12,12,radar-off,,,,
204,diamond-pearl,diamond,9,nincada,walk,12,1,12,12,radar-on,,,,
205,diamond-pearl,diamond,10,floatzel,walk,1,20,29,29,swarm-no,,,,
206,diamond-pearl,diamond,10,magnemite,walk,1,20,29,29,swarm-yes,,,,
207,diamond-pearl,diamond,10,shellos,walk,2,20,28,28,swarm-no,,,,
208,diamond-pearl,diamond,10,magnemite,walk,2,20,28,28,swarm-yes,,,,
209,diamond-pearl,diamond,10,shinx,walk,3,10,28,28,,,,,
210,diamond-pearl,diamond,10,wingull,walk,4,10,29,29,,,,,
211,diamond-pearl,diamond,10,luxio,walk,5,10,29,29,radar-off,,,,
212,diamond-pearl,diamond,10,aron,walk,5,10,29,29,radar-on,,,,
213,diamond-pearl,diamond,10,gastrodon,walk,6,10,29,29,radar-off,,,,
214,diamond-pearl,diamond,10,aron,walk,6,10,29,29,radar-on,,,,
215,diamond-pearl,diamond,10,pachirisu,walk,7,5,29,29,,,,,
216,diamond-pearl,diamond,10,pachirisu,walk,8,5,29,29,,,,,
217,diamond-pearl,diamond,10,floatzel,walk,9,4,30,30,,,,,
218,diamond-pearl,diamond,10,gastrodon,walk,10,4,30,30,,,,,
219,diamond-pearl,diamond,10,floatzel,walk,11,1,30,30,radar-off,,,,
220,diamond-pearl,diamond,10,aron,walk,11,1,30,30,radar-on,,,,
221,diamond-pearl,diamond,10,gastrodon,walk,12,1,30,30,radar-off,,,,
222,diamond-pearl,diamond,10,aron,walk,12,1,30,30,radar-on,,,,
223,diamond-pearl,diamond,10,tentacool,surf,1,60,20,30,,,,,
224,diamond-pearl,diamond,10,wingull,surf,2,30,20,30,,,,,
225,diamond-pearl,diamond,10,tentacruel,surf,3,5,20,40,,,,,
226,diamond-pearl,diamond,10,pelipper,surf,4,4,20,40,,,,,
227,diamond-pearl,diamond,10,pelipper,surf,5,1,20,40,,,,,
228,diamond-pearl,diamond,10,magikarp,old-rod,1,60,4,6,,,,,
229,diamond-pearl,diamond,10,magikarp,old-rod,2,30,3,7,,,,,
230,diamond-pearl,diamond,10,magikarp,old-rod,3,5,5,10,,,,,
231,diamond-pearl,diamond,10,magikarp,old-rod,4,4,5,10,,,,,
232,diamond-pearl,diamond,10,magikarp,old-rod,5,1,5,10,,,,,
233,diamond-pearl,diamond,10,magikarp,good-rod,1,40,15,20,,,,,
234,diamond-pearl,diamond,10,finneon,good-rod,2,40,15,20,,,,,
235,diamond-pearl,diamond,10,magikarp,good-rod,3,15,10,25,,,,,
236,diamond-pearl,diamond,10,finneon,good-rod,4,4,10,25,,,,,
237,diamond-pearl,diamond,10,finneon,good-rod,5,1,10,25,,,,,
238,diamond-pearl,diamond,10,gyarados,super-rod,1,40,30,40,,,,,
239,diamond-pearl,diamond,10,lumineon,super-rod,2,40,30,40,,,,,
240,diamond-pearl,diamond,10,shellder,super-rod,3,15,20,40,,,,,
241,diamond-pearl,diamond,10,lumineon,super-rod,4,4,20,50,,,,,
242,diamond-pearl,diamond,10,lumineon,super-rod,5,1,20,50,,,,,
243,diamond-pearl,diamond,11,machop,walk,1,20,15,15,,,,,
244,diamond-pearl,diamond,11,geodude,walk,2,20,15,15,,,,,
245,diamond-pearl,diamond,11,cleffa,walk,3,10,14,14,time-morning,,,,
246,diamond-pearl,diamond,11,geodude,walk,3,10,14,14,time-day,,,,
247,diamond-pearl,diamond,11,geodude,walk,3,10,14,14,time-night,,,,
248,diamond-pearl,diamond,11,cleffa,walk,4,10,14,14,time-morning,,,,
249,diamond-pearl,diamond,11,zubat,walk,4,10,14,14,time-day,,,,
250,diamond-pearl,diamond,11,zubat,walk,4,10,14,14,time-night,,,,
251,diamond-pearl,diamond,11,meditite,walk,5,10,15,15,,,,,
252,diamond-pearl,diamond,11,zubat,walk,6,10,15,15,,,,,
253,diamond-pearl,diamond,11,chingling,walk,7,5,15,15,,,,,
254,diamond-pearl,diamond,11,chingling,walk,8,5,15,15,,,,,
255,diamond-pearl,diamond,11,machop,walk,9,4,16,16,,,,,
256,diamond-pearl,diamond,11,cleffa,walk,10,4,14,14,,,,,
257,diamond-pearl,diamond,11,machop,walk,11,1,16,16,,,,,
258,diamond-pearl,diamond,11,cleffa,walk,12,1,14,14,,,,,
259,diamond-pearl,diamond,11,zubat,surf,1,60,20,30,,,,,
260,diamond-pearl,diamond,11,zubat,surf,2,30,20,40,,,,,
261,diamond-pearl,diamond,11,golbat,surf,3,5,30,40,,,,,
262,diamond-pearl,diamond,11,golbat,surf,4,4,30,40,,,,,
263,diamond-pearl,diamond,11,golbat,surf,5,1,20,40,,,,,
264,diamond-pearl,diamond,11,magikarp,old-rod,1,60,4,6,,,,,
265,diamond-pearl,diamond,11,magikarp,old-rod,2,30,3,7,,,,,
266,diamond-pearl,diamond,11,magikarp,old-rod,3,5,5,10,,,,,
267,diamond-pearl,diamond,11,magikarp,old-rod,4,4,5,10,,,,,
268,diamond-pearl,diamond,11,magikarp,old-rod,5,1,5,10,,,,,
269,diamond-pearl,diamond,11,magikarp,good-rod,1,40,15,20,,,,,
270,diamond-pearl,diamond,11,barboach,good-rod,2,40,15,20,,,,,
271,diamond-pearl,diamond,11,magikarp,good-rod,3,15,10,25,,,,,
272,diamond-pearl,diamond,11,barboach,good-rod,4,4,10,25,,,,,
273,diamond-pearl,diamond,11,barboach,good-rod,5,1,10,25,,,,,
274,diamond-pearl,diamond,11,gyarados,super-rod,1,40,30,40,,,,,
275,diamond-pearl,diamond,11,whiscash,super-rod,2,40,30,40,,,,,
276,diamond-pearl,diamond,11,gyarados,super-rod,3,15,40,55,,,,,
277,diamond-pearl,diamond,11,whiscash,super-rod,4,4,20,50,,,,,
278,diamond-pearl,diamond,11,whiscash,super-rod,5,1,20,50,,,,,
279,diamond-pearl,diamond,12,bronzong,walk,1,20,38,38,,,,,
280,diamond-pearl,diamond,12,graveler,walk,2,20,36,36,,,,,
281,diamond-pearl,diamond,12,machoke,walk,3,10,37,37,,,,,
282,diamond-pearl,diamond,12,clefairy,walk,4,10,36,36,,,,,
283,diamond-pearl,diamond,12,medicham,walk,5,10,37,37,,,,,
284,diamond-pearl,diamond,12,golbat,walk,6,10,37,37,,,,,
285,diamond-pearl,diamond,12,chingling,walk,7,5,37,37,,,,,
286,diamond-pearl,diamond,12,chingling,walk,8,5,38,38,,,,,
287,diamond-pearl,diamond,12,bronzor,walk,9,4,36,36,slot2-none,,,,
288,diamond-pearl,diamond,12,solrock,walk,9,4,36,36,slot2-ruby,,,,
289,diamond-pearl,diamond,12,lunatone,walk,9,4,36,36,slot2-sapphire,,,,
290,diamond-pearl,diamond,12,bronzor,walk,9,4,36,36,slot2-emerald,,,,
291,diamond-pearl,diamond,12,bronzor,walk,9,4,36,36,slot2-firered,,,,
292,diamond-pearl,diamond,12,bronzor,walk,9,4,36,36,slot2-leafgreen,,,,
293,diamond-pearl,diamond,12,clefairy,walk,10,4,37,37,slot2-none,,,,
294,diamond-pearl,diamond,12,solrock,walk,10,4,37,37,slot2-ruby,,,,
295,diamond-pearl,diamond,12,lunatone,walk,10,4,37,37,slot2-sapphire,,,,
296,diamond-pearl,diamond,12,clefairy,walk,10,4,37,37,slot2-emerald,,,,
297,diamond-pearl,diamond,12,clefairy,walk,10,4,37,37,slot2-firered,,,,
298,diamond-pearl,diamond,12,clefairy,walk,10,4,37,37,slot2-leafgreen,,,,
299,diamond-pearl,diamond,12,bronzor,walk,11,1,36,36,,,,,
300,diamond-pearl,diamond,12,clefairy,walk,12,1,38,38,,,,,
301,diamond-pearl,diamond,13,bronzong,walk,1,20,38,38,,,,,
302,diamond-pearl,diamond,13,graveler,walk,2,20,36,36,,,,,
303,diamond-pearl,diamond,13,machoke,walk,3,10,37,37,,,,,
304,diamond-pearl,diamond,13,clefairy,walk,4,10,36,36,,,,,
305,diamond-pearl,diamond,13,medicham,walk,5,10,37,37,,,,,
306,diamond-pearl,diamond,13,golbat,walk,6,10,37,37,,,,,
307,diamond-pearl,diamond,13,chingling,walk,7,5,37,37,,,,,
308,diamond-pearl,diamond,13,chingling,walk,8,5,38,38,,,,,
309,diamond-pearl,diamond,13,bronzor,walk,9,4,36,36,slot2-none,,,,
310,diamond-pearl,diamond,13,solrock,walk,9,4,36,36,slot2-ruby,,,,
311,diamond-pearl,diamond,13,lunatone,walk,9,4,36,36,slot2-sapphire,,,,
312,diamond-pearl,diamond,13,bronzor,walk,9,4,36,36,slot2-emerald,,,,
313,diamond-pearl,diamond,13,bronzor,walk,9,4,36,36,slot2-firered,,,,
314,diamond-pearl,diamond,13,bronzor,walk,9,4,36,36,slot2-leafgreen,,,,
315,diamond-pearl,diamond,13,clefairy,walk,10,4,37,37,slot2-none,,,,
316,diamond-pearl,diamond,13,solrock,walk,10,4,37,37,slot2-ruby,,,,
317,diamond-pearl,diamond,13,lunatone,walk,10,4,37,37,slot2-sapphire,,,,
318,diamond-pearl,diamond,13,clefairy,walk,10,4,37,37,slot2-emerald,,,,
319,diamond-pearl,diamond,13,clefairy,walk,10,4,37,37,slot2-firered,,,,
320,diamond-pearl,diamond,13,clefairy,walk,10,4,37,37,slot2-leafgreen,,,,
321,diamond-pearl,diamond,13,bronzor,walk,11,1,36,36,,,,,
322,diamond-pearl,diamond,13,clefairy,walk,12,1,38,38,,,,,
323,diamond-pearl,diamond,14,snover,walk,1,20,38,38,,,,,
324,diamond-pearl,diamond,14,abomasnow,walk,2,20,40,40,,,,,
325,diamond-pearl,diamond,14,medicham,walk,3,10,39,39,time-morning,,,,
326,diamond-pearl,diamond,14,medicham,walk,3,10,39,39,time-day,,,,
327,diamond-pearl,diamond,14,golbat,walk,3,10,39,39,time-night,,,,
328,diamond-pearl,diamond,14,machoke,walk,4,10,39,39,time-morning,,,,
329,diamond-pearl,diamond,14,machoke,walk,4,10,39,39,time-day,,,,
330,diamond-pearl,diamond,14,noctowl,walk,4,10,39,39,time-night,,,,
331,diamond-pearl,diamond,14,medicham,walk,5,10,40,40,radar-off,,,,
332,diamond-pearl,diamond,14,loudred,walk,5,10,40,40,radar-on,,,,
333,diamond-pearl,diamond,14,machoke,walk,6,10,40,40,radar-off,,,,
334,diamond-pearl,diamond,14,loudred,walk,6,10,40,40,radar-on,,,,
335,diamond-pearl,diamond,14,chingling,walk,7,5,39,39,,,,,
336,diamond-pearl,diamond,14,chingling,walk,8,5,40,40,,,,,
337,diamond-pearl,diamond,14,bronzong,walk,9,4,39,39,slot2-none,,,,
338,diamond-pearl,diamond,14,solrock,walk,9,4,39,39,slot2-ruby,,,,
339,diamond-pearl,diamond,14,lunatone,walk,9,4,39,39,slot2-sapphire,,,,
340,diamond-pearl,diamond,14,bronzong,walk,9,4,39,39,slot2-emerald,,,,
341,diamond-pearl,diamond,14,bronzong,walk,9,4,39,39,slot2-firered,,,,
342,diamond-pearl,diamond,14,bronzong,walk,9,4,39,39,slot2-leafgreen,,,,
343,diamond-pearl,diamond,14,clefairy,walk,10,4,38,38,slot2-none,,,,
344,diamond-pearl,diamond,14,solrock,walk,10,4,38,38,slot2-ruby,,,,
345,diamond-pearl,diamond,14,lunatone,walk,10,4,38,38,slot2-sapphire,,,,
346,diamond-pearl,diamond,14,clefairy,walk,10,4,38,38,slot2-emerald,,,,
347,diamond-pearl,diamond,14,clefairy,walk,10,4,38,38,slot2-firered,,,,
348,diamond-pearl,diamond,14,clefairy,walk,10,4,38,38,slot2-leafgreen,,,,
349,diamond-pearl,diamond,14,bronzong,walk,11,1,40,40,radar-off,,,,
350,diamond-pearl,diamond,14,loudred,walk,11,1,40,40,radar-on,,,,
351,diamond-pearl,diamond,14,clefairy,walk,12,1,39,39,radar-off,,,,
352,diamond-pearl,diamond,14,loudred,walk,12,1,39,39,radar-on,,,,
353,diamond-pearl,diamond,15,snover,walk,1,20,38,38,,,,,
354,diamond-pearl,diamond,15,abomasnow,walk,2,20,40,40,,,,,
