key,column,pokeapi,pokedb,chosen
tearful-look,name_fr,Larme à l’Œil,Larme à l'Œil,Larme à l’Œil
10-000-000-volt-thunderbolt,name_ja,１０００まんボルト,1000まんボルト,１０００まんボルト
light-that-burns-the-sky,name_ja,てんこがすめつぼうのひかり,天焦がす滅亡の光,てんこがすめつぼうのひかり
sappy-seed,name_de,Sprießbomben,Sprießomben,Sprießbomben
double-iron-bash,name_fr,Écrous d’Poing,Écrous d'Poing,Écrous d’Poing
max-guard,name_es,Maxibarrera,Maxibarriera,Maxibarrera
snipe-shot,name_de,Präzisionsschuss,Präisionsschuss,Präzisionsschuss
jaw-lock,name_it,Morsostretto,Morostretto,Morsostretto
tar-shot,name_ko,타르샷,타르숏,타르샷
aura-wheel,name_it,Ruota d’Aura,Ruota d'Aura,Ruota d’Aura
steel-beam,name_it,Raggio d’Acciaio,Raggio d'Acciaio,Raggio d’Acciaio
expanding-force,name_it,Vastenergia,Vasterngia,Vastenergia
grassy-glide,name_fr,Gliss’Herbe,Gliss'Herbe,Gliss’Herbe
esper-wing,name_it,Ali d’Aura,Ali d'Aura,Ali d’Aura
glaive-rush,name_zh_hans,巨剑突击,巨劍突擊,巨剑突击
doodle,name_ko,배껴그리기,베껴그리기,배껴그리기
make-it-rain,name_it,Corsa all’Oro,Corsa all'Oro,Corsa all’Oro
psyblade,name_zh_hans,精神剑,精神劍,精神剑
collision-course,name_ko,엑셀브레이크,액셀브레이크,엑셀브레이크
wicked-torque,name_ko,다크액셀,Dark Axel,다크액셀
noxious-torque,name_ko,포이즌액셀,Poison Axel,포이즌액셀
combat-torque,name_ko,파이트액셀,Fight Axel,파이트액셀
magical-torque,name_ko,매지컬액셀,Magical Axel,매지컬액셀
shadow-rush,name_fr,Charge Noire,Assaut Noir,Charge Noire
shadow-rush,name_it,Ombroraffica,Ombrattacco,Ombroraffica
shadow-rush,name_es,Carga Oscura,Vigor Oscuro,Carga Oscura
shadow-blast,name_fr,Aéro Noir,Charge Noire,Aéro Noir
shadow-blast,name_it,Ombrolame,Ombroraffica,Ombrolame
shadow-blast,name_es,Soplo Oscuro,Carga Oscura,Soplo Oscuro
shadow-blitz,name_fr,Assaut Noir,Bélier Noir,Assaut Noir
shadow-blitz,name_it,Ombrattacco,Ombrospinta,Ombrattacco
shadow-blitz,name_es,Vigor Oscuro,Brío Oscuro,Vigor Oscuro
shadow-bolt,name_fr,Éclair Noir,Retour Noir,Éclair Noir
shadow-bolt,name_it,Fulminombra,Fineoscuro,Fulminombra
shadow-bolt,name_es,Rayo Oscuro,Fin Oscuro,Rayo Oscuro
shadow-break,name_fr,Bélier Noir,Onde Noire,Bélier Noir
shadow-break,name_it,Ombrospinta,Ondaoscura,Ombrospinta
shadow-break,name_es,Brío Oscuro,Onda Oscura,Brío Oscuro
shadow-chill,name_fr,Froid Noir,Rage Noire,Froid Noir
shadow-chill,name_it,Gelodombra,Ombrolancia,Gelodombra
shadow-chill,name_es,Hielo Oscuro,Rabia Oscura,Hielo Oscuro
shadow-end,name_fr,Retour Noir,Typhon Noir,Retour Noir
shadow-end,name_it,Fineoscuro,Turbinombra,Fineoscuro
shadow-end,name_es,Fin Oscuro,Tifón Oscuro,Fin Oscuro
shadow-fire,name_fr,Ardeur Noir,Ardeur Noire,Ardeur Noir
shadow-rave,name_fr,Rage Noire,Éclair Noir,Rage Noire
shadow-rave,name_it,Ombrolancia,Fulminombra,Ombrolancia
shadow-rave,name_es,Rabia Oscura,Rayo Oscuro,Rabia Oscura
shadow-storm,name_fr,Typhon Noir,Froid Noir,Typhon Noir
shadow-storm,name_it,Turbinombra,Gelodombra,Turbinombra
shadow-storm,name_es,Tifón Oscuro,Hielo Oscuro,Tifón Oscuro
shadow-wave,name_fr,Ondo Noire,Aéro Noir,Ondo Noire
shadow-wave,name_it,Ondascura,Ombrolame,Ondascura
shadow-wave,name_es,Onda Oscura,Soplo Oscuro,Onda Oscura
shadow-down,name_fr,Souffle Noir,Ciel Noir,Souffle Noir
shadow-down,name_it,Declinoscuro,Cieloscuro,Declinoscuro
shadow-down,name_es,Ocaso Oscuro,Cielo Oscuro,Ocaso Oscuro
shadow-half,name_fr,Chute Noire,Blocage Noir,Chute Noire
shadow-half,name_it,Iraoscura,Retedombra,Iraoscura
shadow-half,name_es,Mitad Oscura,Traba Oscura,Mitad Oscura
shadow-hold,name_fr,Blocage Noir,Brume Noire,Blocage Noir
shadow-hold,name_it,Retedombra,Nebbiascura,Retedombra
shadow-hold,name_es,Traba Oscura,Bruma Oscura,Traba Oscura
shadow-mist,name_fr,Brume Noire,Folie Noire,Brume Noire
shadow-mist,name_it,Nebbiascura,Ombropanico,Nebbiascura
shadow-mist,name_es,Bruma Oscura,Miedo Oscuro,Bruma Oscura
shadow-panic,name_fr,Folie Noire,Souffle Noir,Folie Noire
shadow-panic,name_it,Ombrapanico,Declinoscuro,Ombrapanico
shadow-panic,name_es,Miedo Oscuro,Ocaso Oscuro,Miedo Oscuro
shadow-sky,name_fr,Ciel Noir,Chute Noire,Ciel Noir
shadow-sky,name_it,Cieloscuro,Iraoscura,Cieloscuro
shadow-sky,name_es,Cielo Oscuro,Mitad Oscura,Cielo Oscuro
